A股全量股票涨跌幅排行榜
基准日期: 2026-06-25  截止日期: 2026-07-14  生成时间: 2026-07-14 09:14:06
有效股票数: 5,194  上涨: 1,402  下跌: 3,769  中位数: -5.77%  平均: -6.45%
最大涨幅: +127.43%  最大跌幅: -54.61%

+-------+---------+-------------+---------------+-----------+-----------+-----------+-----------+---------+---------+-------+-------+------+---------+
|  排名  |   代码   |     名称     |      行业      |   总市值   |  基准日价  |   当前价   |   涨跌幅   |  前导天  |  天数比  |  风险  |  机会  | 象限  |    PE    |
|   2944 |  600559  | 老白干酒     | 未知           |      102亿 |      11.66 |      11.19 |     -4.03% |        7 |     0.6x |     28 |     51 |   G   |     23.1 |
|   2945 |  300627  | 华测导航     | 未知           |      182亿 |      28.83 |      27.67 |     -4.02% |        1 |     0.1x |     22 |     30 |   W   |     32.8 |
|   2946 |  600780  | 通宝能源     | 未知           |       66亿 |       5.97 |       5.73 |     -4.02% |        3 |     0.2x |     22 |     46 |   W   |     10.1 |
|   2947 |  600962  | 国投中鲁     | 未知           |       66亿 |      26.36 |      25.30 |     -4.02% |        1 |     0.1x |     26 |     41 |   W   |    365.1 |
|   2948 |  603073  | 彩蝶实业     | 未知           |        8亿 |      15.42 |      14.80 |     -4.02% |        2 |     0.2x |     22 |     35 |   W   |     28.6 |
|   2949 |  300155  | 安居宝       | 未知           |       13亿 |       3.99 |       3.83 |     -4.01% |        2 |     0.2x |     22 |     40 |   W   |     亏损 |
|   2950 |  603860  | 中公高科     | 未知           |       16亿 |      24.67 |      23.68 |     -4.01% |        2 |     0.2x |     22 |     35 |   W   |     33.8 |
|   2951 |  600395  | 盘江股份     | 未知           |       98亿 |       4.75 |       4.56 |     -4.00% |        2 |     0.2x |     22 |     30 |   W   |     20.4 |
|   2952 |  301589  | 诺瓦星云     | 未知           |       48亿 |     144.50 |     138.74 |     -3.99% |        3 |     0.2x |     22 |     35 |   W   |     22.1 |
|   2953 |  300869  | 康泰医学     | 未知           |       27亿 |      10.82 |      10.39 |     -3.97% |        2 |     0.2x |     22 |     35 |   W   |     亏损 |
|   2954 |  600693  | 东百集团     | 未知           |       67亿 |       8.07 |       7.75 |     -3.97% |        3 |     0.2x |     22 |     35 |   W   |    131.7 |
|   2955 |  002540  | 亚太科技     | 未知           |       40亿 |       4.80 |       4.61 |     -3.96% |        3 |     0.2x |     22 |     41 |   W   |     15.5 |
|   2956 |  300107  | 建新股份     | 未知           |       19亿 |       5.81 |       5.58 |     -3.96% |        2 |     0.2x |     26 |     25 |   W   |     亏损 |
|   2957 |  300249  | 依米康       | 未知           |       59亿 |      16.45 |      15.80 |     -3.95% |        3 |     0.2x |     26 |     25 |   W   |    219.9 |
|   2958 |  603004  | 鼎龙科技     | 未知           |       13亿 |      22.55 |      21.66 |     -3.95% |        3 |     0.2x |     28 |     41 |   W   |     35.9 |
|   2959 |  605088  | 冠盛股份     | 未知           |       55亿 |      28.60 |      27.47 |     -3.95% |        5 |     0.4x |     22 |     51 |   G   |     19.3 |
|   2960 |  300355  | 蒙草生态     | 未知           |       37亿 |       2.80 |       2.69 |     -3.93% |        5 |     0.4x |     22 |     40 |   W   |    174.4 |
|   2961 |  600821  | 金开新能     | 未知           |      125亿 |       6.62 |       6.36 |     -3.93% |        2 |     0.2x |     30 |     21 |   W   |     亏损 |
|   2962 |  000408  | 藏格矿业     | 未知           |     1057亿 |      70.10 |      67.35 |     -3.92% |        1 |     0.1x |     22 |     46 |   W   |     22.6 |
|   2963 |  002921  | 联诚精密     | 未知           |       31亿 |      25.24 |      24.25 |     -3.92% |        1 |     0.1x |     22 |     46 |   W   |     亏损 |
|   2964 |  600229  | 城市传媒     | 未知           |       31亿 |       4.85 |       4.66 |     -3.92% |        2 |     0.2x |     26 |     40 |   W   |     亏损 |
|   2965 |  002238  | 天威视讯     | 未知           |       43亿 |       5.62 |       5.40 |     -3.91% |        2 |     0.2x |     30 |     25 |   W   |     亏损 |
|   2966 |  002582  | 好想你       | 未知           |       30亿 |       8.94 |       8.59 |     -3.91% |        6 |     0.5x |     22 |     51 |   G   |      2.0 |
|   2967 |  002638  | 勤上股份     | 未知           |       50亿 |       3.84 |       3.69 |     -3.91% |        4 |     0.3x |     22 |     51 |   G   |     亏损 |
|   2968 |  301032  | 新柴股份     | 未知           |       15亿 |       9.72 |       9.34 |     -3.91% |        2 |     0.2x |     26 |     46 |   W   |     20.1 |
|   2969 |  600313  | 农发种业     | 未知           |       56亿 |       5.37 |       5.16 |     -3.91% |        2 |     0.2x |     22 |     30 |   W   |    117.7 |
|   2970 |  002099  | 海翔药业     | 未知           |       84亿 |       5.38 |       5.17 |     -3.90% |        1 |     0.1x |     22 |     41 |   W   |     亏损 |
|   2971 |  002199  | *ST东晶      | 未知           |       27亿 |      12.04 |      11.57 |     -3.90% |        4 |     0.3x |     22 |     51 |   G   |     亏损 |
|   2972 |  002593  | 日上集团     | 未知           |       22亿 |       4.10 |       3.94 |     -3.90% |        2 |     0.2x |     22 |     35 |   W   |     24.7 |
|   2973 |  300193  | 佳士科技     | 未知           |       31亿 |       7.72 |       7.42 |     -3.89% |        3 |     0.2x |     22 |     46 |   W   |     20.0 |
|   2974 |  300533  | 冰川网络     | 未知           |       37亿 |      16.45 |      15.81 |     -3.89% |        1 |     0.1x |     26 |     25 |   W   |     18.2 |
|   2975 |  600517  | 国网英大     | 未知           |      265亿 |       4.83 |       4.64 |     -3.89% |        3 |     0.2x |     22 |     35 |   W   |     11.4 |
|   2976 |  600792  | 云煤能源     | 未知           |       36亿 |       3.34 |       3.21 |     -3.89% |        2 |     0.2x |     22 |     35 |   W   |     亏损 |
|   2977 |  603341  | 龙旗科技     | 未知           |      107亿 |      41.94 |      40.31 |     -3.89% |        2 |     0.2x |     26 |     21 |   W   |     47.2 |
|   2978 |  603108  | 润达医疗     | 未知           |       55亿 |       9.54 |       9.17 |     -3.88% |        1 |     0.1x |     22 |     35 |   W   |     亏损 |
|   2979 |  603307  | 扬州金泉     | 未知           |       23亿 |      24.24 |      23.30 |     -3.88% |        2 |     0.2x |     26 |     35 |   W   |     20.6 |
|   2980 |  002777  | 久远银海     | 未知           |       48亿 |      12.39 |      11.91 |     -3.87% |        2 |     0.2x |     26 |     25 |   W   |     66.0 |
|   2981 |  600128  | 苏豪弘业     | 未知           |       19亿 |       7.92 |       7.61 |     -3.85% |        2 |     0.2x |     22 |     35 |   W   |     33.0 |
|   2982 |  600206  | 有研新材     | 未知           |      457亿 |      56.16 |      54.00 |     -3.85% |        1 |     0.1x |     26 |     31 |   W   |    160.0 |
|   2983 |  600830  | 香溢融通     | 未知           |       35亿 |       8.06 |       7.75 |     -3.85% |        2 |     0.2x |     22 |     46 |   W   |     42.8 |
|   2984 |  601136  | 首创证券     | 未知           |      382亿 |      14.54 |      13.98 |     -3.85% |        4 |     0.3x |     22 |     46 |   W   |     34.7 |
|   2985 |  688285  | 高铁电气     | 未知           |       26亿 |       7.28 |       7.00 |     -3.85% |        2 |     0.2x |     22 |     41 |   W   |     44.8 |
|   2986 |  002430  | 杭氧股份     | 未知           |      270亿 |      28.66 |      27.56 |     -3.84% |        1 |     0.1x |     26 |     41 |   W   |     27.3 |
|   2987 |  600271  | 航天信息     | 未知           |      121亿 |       6.77 |       6.51 |     -3.84% |        3 |     0.2x |     26 |     25 |   W   |     亏损 |
|   2988 |  601858  | 中国科传     | 未知           |      143亿 |      18.75 |      18.03 |     -3.84% |        3 |     0.2x |     26 |     30 |   W   |     29.3 |
|   2989 |  002656  | *ST摩登      | 未知           |       19亿 |       2.87 |       2.76 |     -3.83% |        1 |     0.1x |     26 |     46 |   W   |     亏损 |
|   2990 |  300133  | 华策影视     | 未知           |      117亿 |       7.31 |       7.03 |     -3.83% |        3 |     0.2x |     22 |     30 |   W   |     73.1 |
|   2991 |  600038  | 中直股份     | 未知           |      165亿 |      25.58 |      24.60 |     -3.83% |        3 |     0.2x |     22 |     35 |   W   |     41.4 |
|   2992 |  300271  | 华宇软件     | 未知           |       38亿 |       4.97 |       4.78 |     -3.82% |        2 |     0.2x |     22 |     30 |   W   |     亏损 |
|   2993 |  301215  | 中汽股份     | 未知           |       67亿 |       5.23 |       5.03 |     -3.82% |        9 |     0.8x |     28 |     62 |   G   |     30.5 |
|   2994 |  301558  | 三态股份     | 未知           |       13亿 |       6.28 |       6.04 |     -3.82% |        2 |     0.2x |     22 |     30 |   W   |     97.5 |
|   2995 |  300800  | 力合科技     | 未知           |       21亿 |       9.44 |       9.08 |     -3.81% |        2 |     0.2x |     26 |     46 |   W   |     46.9 |
|   2996 |  603215  | 比依股份     | 未知           |       26亿 |      14.42 |      13.87 |     -3.81% |        3 |     0.2x |     26 |     46 |   W   |     59.6 |
|   2997 |  603900  | 莱绅通灵     | 未知           |       19亿 |       5.77 |       5.55 |     -3.81% |        2 |     0.2x |     22 |     40 |   W   |     22.4 |
|   2998 |  688790  | 昂瑞微       | 未知           |       15亿 |     125.86 |     121.06 |     -3.81% |        4 |     0.3x |     22 |     46 |   W   |     亏损 |
|   2999 |  002762  | 金发拉比     | 未知           |       16亿 |       7.90 |       7.60 |     -3.80% |        1 |     0.1x |     26 |     46 |   W   |     亏损 |
|   3000 |  600682  | 南京新百     | 未知           |       62亿 |       5.53 |       5.32 |     -3.80% |        1 |     0.1x |     22 |     41 |   W   |     亏损 |
|   3001 |  301050  | 雷电微力     | 未知           |       68亿 |      33.49 |      32.22 |     -3.79% |        4 |     0.3x |     26 |     30 |   W   |    194.7 |
|   3002 |  601456  | 国联民生     | 未知           |      389亿 |       9.23 |       8.88 |     -3.79% |       11 |     0.9x |     31 |     62 |   G   |     23.7 |
|   3003 |  605001  | 威奥股份     | 未知           |       21亿 |       5.55 |       5.34 |     -3.78% |        2 |     0.2x |     22 |     40 |   W   |     25.7 |
|   3004 |  688616  | 西力科技     | 未知           |       18亿 |      10.33 |       9.94 |     -3.78% |        2 |     0.2x |     22 |     46 |   W   |     17.5 |
|   3005 |  301158  | 德石股份     | 未知           |       25亿 |      13.78 |      13.26 |     -3.77% |        2 |     0.2x |     22 |     35 |   W   |     24.8 |
|   3006 |  600257  | 大湖股份     | 未知           |       21亿 |       4.51 |       4.34 |     -3.77% |        2 |     0.2x |     26 |     41 |   W   |    375.1 |
|   3007 |  603238  | 诺邦股份     | 未知           |       20亿 |      11.42 |      10.99 |     -3.77% |        2 |     0.2x |     26 |     46 |   W   |     16.5 |
|   3008 |  603668  | 天马科技     | 未知           |       58亿 |      11.93 |      11.48 |     -3.77% |        4 |     0.3x |     22 |     46 |   W   |     亏损 |
|   3009 |  301018  | 申菱环境     | 未知           |      313亿 |     114.91 |     110.60 |     -3.75% |        2 |     0.2x |     22 |     35 |   W   |    216.8 |
|   3010 |  301088  | 戎美股份     | 未知           |       22亿 |      12.00 |      11.55 |     -3.75% |        2 |     0.2x |     22 |     41 |   W   |     36.8 |
|   3011 |  601963  | 重庆银行     | 未知           |      203亿 |      10.39 |      10.00 |     -3.75% |        2 |     0.2x |     26 |     30 |   W   |      6.2 |
|   3012 |  002105  | 信隆健康     | 未知           |       18亿 |       5.08 |       4.89 |     -3.74% |        2 |     0.2x |     22 |     35 |   W   |     亏损 |
|   3013 |  002266  | 浙富控股     | 未知           |      237亿 |       5.08 |       4.89 |     -3.74% |        3 |     0.2x |     26 |     25 |   W   |     17.6 |
|   3014 |  002896  | 中大力德     | 未知           |      138亿 |      72.92 |      70.19 |     -3.74% |        1 |     0.1x |     22 |     46 |   W   |    244.7 |
|   3015 |  300261  | 雅本化学     | 未知           |       41亿 |       4.54 |       4.37 |     -3.74% |        2 |     0.2x |     22 |     35 |   W   |     亏损 |
|   3016 |  603008  | ST喜临门     | 未知           |       29亿 |       8.29 |       7.98 |     -3.74% |        4 |     0.3x |     26 |     45 |   W   |     21.9 |
|   3017 |  603619  | 中曼石油     | 未知           |       87亿 |      19.51 |      18.78 |     -3.74% |        1 |     0.1x |     26 |     30 |   W   |     27.9 |
|   3018 |  603711  | 香飘飘       | 未知           |       47亿 |      11.79 |      11.35 |     -3.73% |        1 |     0.1x |     22 |     35 |   W   |     22.6 |
|   3019 |  002247  | 聚力文化     | 未知           |       13亿 |       2.15 |       2.07 |     -3.72% |        2 |     0.2x |     22 |     35 |   W   |     39.5 |
|   3020 |  002949  | 华阳国际     | 未知           |       15亿 |      10.21 |       9.83 |     -3.72% |        2 |     0.2x |     22 |     40 |   W   |     20.8 |
|   3021 |  300173  | ST福能       | 未知           |       23亿 |       3.23 |       3.11 |     -3.72% |        1 |     0.1x |     22 |     46 |   W   |     亏损 |
|   3022 |  600203  | 福日电子     | 未知           |       72亿 |      12.62 |      12.15 |     -3.72% |        7 |     0.6x |     32 |     41 |   W   |    188.6 |
|   3023 |  603790  | 雅运股份     | 未知           |       42亿 |      22.82 |      21.97 |     -3.72% |        1 |     0.1x |     26 |     46 |   W   |     51.9 |
|   3024 |  600101  | 明星电力     | 未知           |       43亿 |       8.09 |       7.79 |     -3.71% |        2 |     0.2x |     22 |     46 |   W   |     23.2 |
|   3025 |  603755  | 日辰股份     | 未知           |       22亿 |      23.44 |      22.57 |     -3.71% |        2 |     0.2x |     26 |     46 |   W   |     26.3 |
|   3026 |  000576  | 甘化科工     | 未知           |       28亿 |       6.75 |       6.50 |     -3.70% |        2 |     0.2x |     22 |     35 |   W   |     40.3 |
|   3027 |  002075  | 沙钢股份     | 未知           |       74亿 |       3.51 |       3.38 |     -3.70% |        3 |     0.2x |     22 |     30 |   W   |     29.6 |
|   3028 |  002712  | 思美传媒     | 未知           |       22亿 |       4.32 |       4.16 |     -3.70% |        2 |     0.2x |     26 |     30 |   W   |     亏损 |
