A股全量股票涨跌幅排行榜
基准日期: 2026-06-25  截止日期: 2026-07-14  生成时间: 2026-07-14 09:14:06
有效股票数: 5,194  上涨: 1,402  下跌: 3,769  中位数: -5.77%  平均: -6.45%
最大涨幅: +127.43%  最大跌幅: -54.61%

+-------+---------+-------------+---------------+-----------+-----------+-----------+-----------+---------+---------+-------+-------+------+---------+
|  排名  |   代码   |     名称     |      行业      |   总市值   |  基准日价  |   当前价   |   涨跌幅   |  前导天  |  天数比  |  风险  |  机会  | 象限  |    PE    |
|   2768 |  601611  | 中国核建     | 未知           |      297亿 |      10.38 |       9.87 |     -4.91% |        3 |     0.2x |     22 |     46 |   W   |     25.4 |
|   2769 |  000880  | 潍柴重机     | 未知           |       52亿 |      24.08 |      22.90 |     -4.90% |        3 |     0.2x |     26 |     25 |   W   |     40.3 |
|   2770 |  600802  | 福建水泥     | 未知           |       19亿 |       4.29 |       4.08 |     -4.90% |        2 |     0.2x |     26 |     35 |   W   |     亏损 |
|   2771 |  600927  | 永安期货     | 未知           |      183亿 |      13.29 |      12.64 |     -4.89% |        4 |     0.3x |     22 |     40 |   W   |     22.5 |
|   2772 |  002856  | *ST美芝      | 未知           |       21亿 |      17.66 |      16.80 |     -4.87% |        1 |     0.1x |     26 |     35 |   W   |     亏损 |
|   2773 |  301335  | 天元宠物     | 未知           |       17亿 |      20.12 |      19.14 |     -4.87% |        2 |     0.2x |     22 |     46 |   W   |     44.1 |
|   2774 |  600307  | 酒钢宏兴     | 未知           |       86亿 |       1.44 |       1.37 |     -4.86% |        3 |     0.2x |     22 |     35 |   W   |     亏损 |
|   2775 |  601021  | 春秋航空     | 未知           |      442亿 |      47.50 |      45.19 |     -4.86% |        9 |     0.8x |     28 |     62 |   G   |     16.9 |
|   2776 |  001286  | 陕西能源     | 未知           |      135亿 |      10.51 |      10.00 |     -4.85% |        5 |     0.4x |     26 |     35 |   W   |     11.7 |
|   2777 |  003042  | 中农联合     | 未知           |       15亿 |      12.57 |      11.96 |     -4.85% |        2 |     0.2x |     26 |     40 |   W   |     亏损 |
|   2778 |  300295  | *ST三六五    | 未知           |       16亿 |      10.30 |       9.80 |     -4.85% |        1 |     0.1x |     22 |     46 |   W   |     亏损 |
|   2779 |  603195  | 公牛集团     | 未知           |      664亿 |      38.78 |      36.90 |     -4.85% |       20 |     1.7x |     36 |     51 |   G   |     16.0 |
|   2780 |  002016  | 世荣兆业     | 未知           |       32亿 |       4.13 |       3.93 |     -4.84% |        2 |     0.2x |     22 |     40 |   W   |     20.9 |
|   2781 |  002348  | 高乐股份     | 未知           |       94亿 |      10.94 |      10.41 |     -4.84% |        3 |     0.2x |     26 |     30 |   W   |     亏损 |
|   2782 |  301001  | 凯淳股份     | 未知           |       11亿 |      22.54 |      21.45 |     -4.84% |        2 |     0.2x |     22 |     46 |   W   |     亏损 |
|   2783 |  603331  | 百达精工     | 未知           |       21亿 |      10.74 |      10.22 |     -4.84% |        2 |     0.2x |     22 |     46 |   W   |     亏损 |
|   2784 |  002182  | 宝武镁业     | 未知           |      104亿 |      12.62 |      12.01 |     -4.83% |        3 |     0.2x |     26 |     52 |   G   |     亏损 |
|   2785 |  002799  | 环球印务     | 未知           |       19亿 |       6.21 |       5.91 |     -4.83% |        2 |     0.2x |     26 |     46 |   W   |     亏损 |
|   2786 |  000777  | 中核科技     | 未知           |       62亿 |      17.00 |      16.18 |     -4.82% |        2 |     0.2x |     22 |     52 |   G   |     39.4 |
|   2787 |  688075  | 安旭生物     | 未知           |       36亿 |      29.49 |      28.07 |     -4.82% |       13 |     1.1x |     40 |     46 |   W   |    142.5 |
|   2788 |  600592  | 龙溪股份     | 未知           |       54亿 |      14.15 |      13.47 |     -4.81% |        4 |     0.3x |     22 |     40 |   W   |     38.9 |
|   2789 |  688512  | 慧智微       | 未知           |       46亿 |      14.80 |      14.09 |     -4.80% |        7 |     0.6x |     28 |     56 |   G   |     亏损 |
|   2790 |  002474  | 榕基软件     | 未知           |       29亿 |       5.85 |       5.57 |     -4.79% |        2 |     0.2x |     22 |     35 |   W   |     亏损 |
|   2791 |  003006  | 百亚股份     | 未知           |       56亿 |      13.79 |      13.13 |     -4.79% |        2 |     0.2x |     22 |     40 |   W   |     25.5 |
|   2792 |  300024  | 机器人       | 未知           |      236亿 |      15.86 |      15.10 |     -4.79% |        2 |     0.2x |     22 |     52 |   G   |     亏损 |
|   2793 |  002634  | *ST棒杰      | 未知           |       18亿 |       4.39 |       4.18 |     -4.78% |        3 |     0.2x |     22 |     46 |   W   |     亏损 |
|   2794 |  300239  | 东宝生物     | 未知           |       31亿 |       5.44 |       5.18 |     -4.78% |        6 |     0.5x |     22 |     51 |   G   |     55.9 |
|   2795 |  688060  | 云涌科技     | 未知           |       19亿 |      33.50 |      31.90 |     -4.78% |        2 |     0.2x |     26 |     30 |   W   |     亏损 |
|   2796 |  000157  | 中联重科     | 未知           |      494亿 |       7.34 |       6.99 |     -4.77% |        3 |     0.2x |     26 |     30 |   W   |     13.9 |
|   2797 |  300226  | 上海钢联     | 未知           |       57亿 |      16.15 |      15.38 |     -4.77% |        3 |     0.2x |     22 |     30 |   W   |     27.5 |
|   2798 |  002877  | 智能自控     | 未知           |       16亿 |       7.15 |       6.81 |     -4.76% |        2 |     0.2x |     22 |     46 |   W   |    101.4 |
|   2799 |  300612  | 宣亚国际     | 未知           |       19亿 |      11.13 |      10.60 |     -4.76% |        2 |     0.2x |     22 |     40 |   W   |     亏损 |
|   2800 |  300859  | 西域旅游     | 未知           |       39亿 |      26.28 |      25.03 |     -4.76% |        2 |     0.2x |     26 |     30 |   W   |     50.0 |
|   2801 |  000877  | 天山股份     | 未知           |      257亿 |       3.79 |       3.61 |     -4.75% |        5 |     0.4x |     26 |     46 |   W   |     亏损 |
|   2802 |  002611  | 东方精工     | 未知           |      165亿 |      17.25 |      16.43 |     -4.75% |        3 |     0.2x |     22 |     46 |   W   |     45.4 |
|   2803 |  300855  | 图南股份     | 未知           |       88亿 |      31.40 |      29.91 |     -4.75% |        3 |     0.2x |     22 |     40 |   W   |     56.6 |
|   2804 |  301025  | 读客文化     | 未知           |       22亿 |       8.21 |       7.82 |     -4.75% |        2 |     0.2x |     26 |     46 |   W   |    281.1 |
|   2805 |  688466  | 金科环境     | 未知           |       15亿 |      12.90 |      12.29 |     -4.75% |        2 |     0.2x |     22 |     46 |   W   |     52.6 |
|   2806 |  600159  | 大龙地产     | 未知           |       18亿 |       2.32 |       2.21 |     -4.74% |        2 |     0.2x |     26 |     35 |   W   |     亏损 |
|   2807 |  600322  | 津投城开     | 未知           |       29亿 |       2.74 |       2.61 |     -4.74% |        2 |     0.2x |     22 |     41 |   W   |     亏损 |
|   2808 |  600742  | 富维股份     | 未知           |       52亿 |       7.39 |       7.04 |     -4.74% |        6 |     0.5x |     22 |     50 |   G   |     11.7 |
|   2809 |  002174  | 游族网络     | 未知           |      116亿 |      12.47 |      11.88 |     -4.73% |        4 |     0.3x |     26 |     30 |   W   |     亏损 |
|   2810 |  605388  | 均瑶健康     | 未知           |       29亿 |       5.07 |       4.83 |     -4.73% |        2 |     0.2x |     22 |     35 |   W   |     亏损 |
|   2811 |  301186  | 超达装备     | 未知           |       40亿 |      38.57 |      36.75 |     -4.72% |        3 |     0.2x |     22 |     46 |   W   |     34.1 |
|   2812 |  603389  | 亚振家居     | 未知           |      145亿 |      58.02 |      55.28 |     -4.72% |        3 |     0.3x |     22 |     46 |   W   |     亏损 |
|   2813 |  300838  | 浙江力诺     | 未知           |       13亿 |      12.96 |      12.35 |     -4.71% |        2 |     0.2x |     22 |     46 |   W   |     亏损 |
|   2814 |  600826  | 兰生股份     | 未知           |       63亿 |       9.12 |       8.69 |     -4.71% |        5 |     0.4x |     22 |     51 |   G   |     18.7 |
|   2815 |  603406  | 天富龙       | 未知           |        9亿 |      26.30 |      25.06 |     -4.71% |        2 |     0.2x |     22 |     40 |   W   |     23.3 |
|   2816 |  688262  | 国芯科技     | 未知           |      135亿 |      42.24 |      40.25 |     -4.71% |        2 |     0.2x |     26 |     25 |   W   |     亏损 |
|   2817 |  300569  | 天能重工     | 未知           |       45亿 |       4.68 |       4.46 |     -4.70% |        3 |     0.2x |     22 |     46 |   W   |     46.8 |
|   2818 |  600076  | 康欣新材     | 未知           |       41亿 |       3.19 |       3.04 |     -4.70% |        1 |     0.1x |     22 |     46 |   W   |     亏损 |
|   2819 |  688002  | 睿创微纳     | 未知           |      665亿 |     148.54 |     141.56 |     -4.70% |        6 |     0.5x |     26 |     35 |   W   |     45.6 |
|   2820 |  300079  | 数码视讯     | 未知           |       52亿 |       4.26 |       4.06 |     -4.69% |        2 |     0.2x |     26 |     30 |   W   |    162.2 |
|   2821 |  301208  | 中亦科技     | 未知           |       19亿 |      30.46 |      29.03 |     -4.69% |        5 |     0.4x |     22 |     35 |   W   |     69.7 |
|   2822 |  600336  | 澳柯玛       | 未知           |       47亿 |       6.18 |       5.89 |     -4.69% |        2 |     0.2x |     22 |     46 |   W   |     亏损 |
|   2823 |  002209  | 达意隆       | 未知           |       16亿 |      10.47 |       9.98 |     -4.68% |        1 |     0.1x |     22 |     35 |   W   |     18.5 |
|   2824 |  301498  | 乖宝宠物     | 未知           |       68亿 |      39.50 |      37.65 |     -4.68% |        6 |     0.5x |     22 |     45 |   W   |     25.4 |
|   2825 |  600615  | 鑫源智造     | 未知           |       20亿 |       9.20 |       8.77 |     -4.67% |        2 |     0.2x |     22 |     40 |   W   |     亏损 |
|   2826 |  600620  | 天宸股份     | 未知           |       27亿 |       4.07 |       3.88 |     -4.67% |        2 |     0.2x |     26 |     35 |   W   |    436.5 |
|   2827 |  002302  | 西部建设     | 未知           |       54亿 |       4.51 |       4.30 |     -4.66% |        5 |     0.4x |     26 |     46 |   W   |     亏损 |
|   2828 |  300299  | 富春股份     | 未知           |       32亿 |       4.94 |       4.71 |     -4.66% |        3 |     0.2x |     26 |     30 |   W   |     亏损 |
|   2829 |  001217  | 华尔泰       | 未知           |       28亿 |       8.81 |       8.40 |     -4.65% |        2 |     0.2x |     26 |     46 |   W   |     亏损 |
|   2830 |  002489  | 浙江永强     | 未知           |       51亿 |       2.80 |       2.67 |     -4.64% |        2 |     0.2x |     22 |     46 |   W   |     23.3 |
|   2831 |  301173  | 毓恬冠佳     | 未知           |        9亿 |      30.81 |      29.38 |     -4.64% |        2 |     0.2x |     22 |     46 |   W   |     15.1 |
|   2832 |  001230  | 劲旅环境     | 未知           |       19亿 |      17.70 |      16.88 |     -4.63% |        5 |     0.4x |     30 |     30 |   W   |     18.3 |
|   2833 |  002077  | 大港股份     | 未知           |      105亿 |      18.99 |      18.11 |     -4.63% |        3 |     0.2x |     26 |     25 |   W   |    138.5 |
|   2834 |  000728  | 国元证券     | 未知           |      316亿 |       7.58 |       7.23 |     -4.62% |        4 |     0.3x |     22 |     46 |   W   |     13.6 |
|   2835 |  688049  | 炬芯科技     | 未知           |       76亿 |      45.25 |      43.16 |     -4.62% |        8 |     0.7x |     28 |     46 |   W   |     35.7 |
|   2836 |  000663  | 永安林业     | 未知           |       15亿 |       5.21 |       4.97 |     -4.61% |        2 |     0.2x |     22 |     35 |   W   |     亏损 |
|   2837 |  002210  | 飞马国际     | 未知           |       55亿 |       2.17 |       2.07 |     -4.61% |        2 |     0.2x |     22 |     46 |   W   |    198.2 |
|   2838 |  600515  | 海南机场     | 未知           |      247亿 |       2.82 |       2.69 |     -4.61% |        6 |     0.5x |     22 |     40 |   W   |    133.3 |
|   2839 |  603171  | 税友股份     | 未知           |      156亿 |      40.36 |      38.50 |     -4.61% |        1 |     0.1x |     26 |     30 |   W   |    109.6 |
|   2840 |  002736  | 国信证券     | 未知           |      960亿 |      10.47 |       9.99 |     -4.58% |        4 |     0.3x |     22 |     46 |   W   |      9.4 |
|   2841 |  301551  | 无线传媒     | 未知           |       30亿 |      20.43 |      19.50 |     -4.58% |        2 |     0.2x |     22 |     30 |   W   |     30.7 |
|   2842 |  603013  | 亚普股份     | 未知           |       79亿 |      16.36 |      15.61 |     -4.58% |        4 |     0.3x |     22 |     51 |   G   |     14.1 |
|   2843 |  300805  | 电声股份     | 未知           |       20亿 |       7.44 |       7.10 |     -4.57% |        2 |     0.2x |     22 |     40 |   W   |     91.5 |
|   2844 |  301533  | 威马农机     | 未知           |        7亿 |      24.30 |      23.19 |     -4.57% |        2 |     0.2x |     22 |     46 |   W   |     80.1 |
|   2845 |  603076  | 乐惠国际     | 未知           |       24亿 |      20.58 |      19.64 |     -4.57% |        2 |     0.2x |     22 |     46 |   W   |     92.2 |
|   2846 |  301156  | 美农生物     | 未知           |       13亿 |      11.19 |      10.68 |     -4.56% |        2 |     0.2x |     22 |     46 |   W   |     32.9 |
|   2847 |  600284  | 浦东建设     | 未知           |       47亿 |       5.04 |       4.81 |     -4.56% |        2 |     0.2x |     22 |     30 |   W   |     16.6 |
|   2848 |  300198  | *ST纳川      | 未知           |       22亿 |       2.20 |       2.10 |     -4.55% |        4 |     0.3x |     22 |     51 |   G   |     亏损 |
|   2849 |  300912  | 凯龙高科     | 未知           |       20亿 |      24.17 |      23.07 |     -4.55% |        1 |     0.1x |     22 |     40 |   W   |     亏损 |
|   2850 |  600481  | 双良节能     | 未知           |       87亿 |       4.40 |       4.20 |     -4.55% |        3 |     0.2x |     26 |     52 |   G   |     亏损 |
|   2851 |  603135  | 中重科技     | 未知           |       73亿 |      12.10 |      11.55 |     -4.55% |        1 |     0.1x |     22 |     45 |   W   |     亏损 |
|   2852 |  300339  | 润和软件     | 未知           |      290亿 |      39.02 |      37.25 |     -4.54% |        2 |     0.2x |     22 |     30 |   W   |    207.4 |
|   2853 |  300804  | 广康生化     | 未知           |        9亿 |      33.23 |      31.72 |     -4.54% |        1 |     0.1x |     26 |     46 |   W   |    101.9 |
|   2854 |  600783  | 鲁信创投     | 未知           |      134亿 |      18.82 |      17.96 |     -4.54% |        1 |     0.1x |     22 |     52 |   G   |     80.1 |
|   2855 |  601100  | 恒立液压     | 未知           |     1421亿 |     111.04 |     106.00 |     -4.54% |        4 |     0.3x |     22 |     51 |   G   |     51.3 |
|   2856 |  600963  | 岳阳林纸     | 未知           |       52亿 |       3.09 |       2.95 |     -4.53% |        2 |     0.2x |     22 |     35 |   W   |     亏损 |
|   2857 |  002612  | 朗姿股份     | 未知           |       28亿 |      11.51 |      10.99 |     -4.52% |        2 |     0.2x |     26 |     25 |   W   |      5.1 |
|   2858 |  300788  | 中信出版     | 未知           |       43亿 |      23.66 |      22.59 |     -4.52% |        2 |     0.2x |     22 |     46 |   W   |     36.6 |
|   2859 |  603811  | 诚意药业     | 未知           |       33亿 |       7.59 |       7.25 |     -4.52% |        9 |     0.8x |     28 |     62 |   G   |     17.2 |
|   2860 |  000567  | 海德股份     | 未知           |      111亿 |       5.99 |       5.72 |     -4.51% |        8 |     0.7x |     28 |     57 |   G   |     15.8 |
|   2861 |  601619  | 嘉泽新能     | 未知           |       98亿 |       4.21 |       4.02 |     -4.51% |        3 |     0.2x |     22 |     46 |   W   |     19.3 |
|   2862 |  001368  | 通达创智     | 未知           |       22亿 |      21.40 |      20.44 |     -4.49% |        6 |     0.5x |     22 |     51 |   G   |     22.6 |
|   2863 |  301090  | 华润材料     | 未知           |       91亿 |       6.47 |       6.18 |     -4.48% |        2 |     0.2x |     22 |     35 |   W   |     亏损 |
|   2864 |  600389  | 江山股份     | 未知           |       81亿 |      19.68 |      18.80 |     -4.47% |        1 |     0.1x |     26 |     30 |   W   |     14.5 |
|   2865 |  600692  | 亚通股份     | 未知           |       14亿 |       5.59 |       5.34 |     -4.47% |        2 |     0.2x |     26 |     35 |   W   |     70.1 |
|   2866 |  688531  | 日联科技     | 未知           |      183亿 |     166.71 |     159.25 |     -4.47% |        3 |     0.2x |     22 |     40 |   W   |    142.7 |
|   2867 |  002434  | 万里扬       | 未知           |       76亿 |       6.06 |       5.79 |     -4.46% |        2 |     0.2x |     22 |     35 |   W   |     37.2 |
|   2868 |  600280  | 中央商场     | 未知           |       29亿 |       2.69 |       2.57 |     -4.46% |        2 |     0.2x |     22 |     35 |   W   |     亏损 |
|   2869 |  300579  | 数字认证     | 未知           |       54亿 |      21.63 |      20.67 |     -4.44% |        2 |     0.2x |     26 |     25 |   W   |     亏损 |
|   2870 |  002150  | 正泰电源     | 未知           |       84亿 |      24.62 |      23.53 |     -4.43% |        3 |     0.2x |     22 |     46 |   W   |     30.5 |
|   2871 |  002673  | 西部证券     | 未知           |      289亿 |       6.77 |       6.47 |     -4.43% |        4 |     0.3x |     22 |     46 |   W   |     16.6 |
|   2872 |  000428  | 华天酒店     | 未知           |       31亿 |       3.17 |       3.03 |     -4.42% |        2 |     0.2x |     26 |     30 |   W   |     亏损 |
|   2873 |  002212  | 天融信       | 未知           |       66亿 |       5.88 |       5.62 |     -4.42% |        3 |     0.2x |     22 |     41 |   W   |    158.3 |
|   2874 |  002968  | 新大正       | 未知           |       18亿 |       8.60 |       8.22 |     -4.42% |        2 |     0.2x |     22 |     35 |   W   |     19.6 |
|   2875 |  300266  | 兴源环境     | 未知           |       27亿 |       1.81 |       1.73 |     -4.42% |        2 |     0.2x |     22 |     40 |   W   |     亏损 |
|   2876 |  601929  | 吉视传媒     | 未知           |       74亿 |       2.26 |       2.16 |     -4.42% |        5 |     0.4x |     26 |     35 |   W   |     亏损 |
|   2877 |  002765  | 蓝黛科技     | 未知           |       41亿 |       7.28 |       6.96 |     -4.40% |        2 |     0.2x |     22 |     46 |   W   |     29.9 |
|   2878 |  300230  | 永利股份     | 未知           |       25亿 |       4.21 |       4.02 |     -4.40% |        2 |     0.2x |     22 |     46 |   W   |     18.3 |
|   2879 |  688727  | 恒坤新材     | 未知           |       33亿 |      62.97 |      60.20 |     -4.40% |        2 |     0.2x |     26 |     46 |   W   |    284.3 |
|   2880 |  002912  | 中新赛克     | 未知           |       29亿 |      18.48 |      17.67 |     -4.38% |        2 |     0.2x |     22 |     35 |   W   |    111.9 |
|   2881 |  603868  | 飞科电器     | 未知           |      130亿 |      31.13 |      29.77 |     -4.37% |        2 |     0.2x |     22 |     46 |   W   |     24.9 |
|   2882 |  688508  | 芯朋微       | 未知           |      108亿 |      85.40 |      81.68 |     -4.36% |        4 |     0.3x |     26 |     35 |   W   |     68.0 |
|   2883 |  002780  | 三夫户外     | 未知           |       16亿 |      12.65 |      12.10 |     -4.35% |        2 |     0.2x |     22 |     40 |   W   |     28.1 |
|   2884 |  603402  | 陕西旅游     | 未知           |       15亿 |      61.78 |      59.10 |     -4.34% |        2 |     0.2x |     26 |     30 |   W   |     16.9 |
|   2885 |  603839  | 安正时尚     | 未知           |       22亿 |       5.99 |       5.73 |     -4.34% |        2 |     0.2x |     22 |     40 |   W   |     亏损 |
|   2886 |  605500  | 森林包装     | 未知           |       26亿 |       6.45 |       6.17 |     -4.34% |        2 |     0.2x |     22 |     41 |   W   |    104.8 |
|   2887 |  000058  | 深赛格       | 未知           |       59亿 |       6.25 |       5.98 |     -4.32% |        2 |     0.2x |     22 |     35 |   W   |    105.3 |
|   2888 |  300621  | 维业股份     | 未知           |       13亿 |       6.51 |       6.23 |     -4.30% |        2 |     0.2x |     22 |     40 |   W   |     亏损 |
|   2889 |  688067  | 爱威科技     | 未知           |       14亿 |      20.76 |      19.87 |     -4.29% |        2 |     0.2x |     22 |     46 |   W   |     45.1 |
|   2890 |  002801  | 微光股份     | 未知           |       31亿 |      28.03 |      26.83 |     -4.28% |        1 |     0.1x |     22 |     46 |   W   |     14.8 |
|   2891 |  301318  | 维海德       | 未知           |       18亿 |      20.09 |      19.23 |     -4.28% |        2 |     0.2x |     22 |     46 |   W   |     55.3 |
|   2892 |  603848  | 好太太       | 未知           |       55亿 |      14.24 |      13.63 |     -4.28% |        3 |     0.2x |     22 |     41 |   W   |     26.1 |
|   2893 |  000610  | *ST西旅      | 未知           |       13亿 |       5.62 |       5.38 |     -4.27% |        1 |     0.1x |     22 |     46 |   W   |     亏损 |
|   2894 |  002592  | ST八菱       | 未知           |       16亿 |       6.32 |       6.05 |     -4.27% |        1 |     0.1x |     26 |     35 |   W   |     18.2 |
|   2895 |  600706  | 曲江文旅     | 未知           |       17亿 |       7.03 |       6.73 |     -4.27% |        2 |     0.2x |     30 |     25 |   W   |     亏损 |
|   2896 |  002193  | ST如意       | 未知           |       11亿 |       4.23 |       4.05 |     -4.26% |        1 |     0.1x |     22 |     35 |   W   |     亏损 |
|   2897 |  603908  | 牧高笛       | 未知           |       16亿 |      17.62 |      16.87 |     -4.26% |        2 |     0.2x |     26 |     46 |   W   |     亏损 |
|   2898 |  300532  | 今天国际     | 未知           |       37亿 |       6.35 |       6.08 |     -4.25% |        2 |     0.2x |     22 |     40 |   W   |     17.8 |
|   2899 |  600250  | 南京商旅     | 未知           |       24亿 |       8.00 |       7.66 |     -4.25% |        2 |     0.2x |     26 |     25 |   W   |    241.0 |
|   2900 |  600643  | 爱建集团     | 未知           |       61亿 |       4.00 |       3.83 |     -4.25% |        2 |     0.2x |     22 |     41 |   W   |     亏损 |
|   2901 |  601099  | 太平洋       | 未知           |      230亿 |       3.53 |       3.38 |     -4.25% |        4 |     0.3x |     22 |     46 |   W   |    138.0 |
|   2902 |  002623  | 亚玛顿       | 未知           |       29亿 |      15.55 |      14.89 |     -4.24% |        2 |     0.2x |     22 |     35 |   W   |     亏损 |
|   2903 |  600995  | 南网储能     | 未知           |      375亿 |      12.25 |      11.73 |     -4.24% |        3 |     0.2x |     22 |     35 |   W   |     21.2 |
|   2904 |  601878  | 浙商证券     | 未知           |      434亿 |       9.90 |       9.48 |     -4.24% |        1 |     0.1x |     22 |     41 |   W   |     16.6 |
|   2905 |  688041  | 海光信息     | 未知           |     8019亿 |     360.28 |     345.00 |     -4.24% |        1 |     0.1x |     22 |     26 |   W   |    294.2 |
|   2906 |  003028  | 振邦智能     | 未知           |       15亿 |      22.51 |      21.56 |     -4.22% |        2 |     0.2x |     22 |     40 |   W   |     63.3 |
|   2907 |  600477  | 杭萧钢构     | 未知           |       54亿 |       2.37 |       2.27 |     -4.22% |        2 |     0.2x |     26 |     30 |   W   |     60.2 |
|   2908 |  600746  | 江苏索普     | 未知           |       61亿 |       5.45 |       5.22 |     -4.22% |        2 |     0.2x |     22 |     35 |   W   |     93.2 |
|   2909 |  300342  | 天银机电     | 未知           |      170亿 |      42.26 |      40.48 |     -4.21% |        4 |     0.3x |     22 |     40 |   W   |   1201.7 |
|   2910 |  601689  | 拓普集团     | 未知           |      938亿 |      56.31 |      53.95 |     -4.19% |        3 |     0.2x |     22 |     46 |   W   |     33.9 |
|   2911 |  000952  | 广济药业     | 未知           |       19亿 |       5.75 |       5.51 |     -4.17% |        2 |     0.2x |     22 |     35 |   W   |     亏损 |
|   2912 |  002227  | *ST特迅      | 未知           |       15亿 |       6.47 |       6.20 |     -4.17% |        1 |     0.1x |     22 |     35 |   W   |     亏损 |
|   2913 |  603059  | 倍加洁       | 未知           |       24亿 |      25.02 |      23.98 |     -4.16% |        2 |     0.2x |     22 |     35 |   W   |     19.8 |
|   2914 |  603657  | 春光科技     | 未知           |       29亿 |      22.38 |      21.45 |     -4.16% |        3 |     0.2x |     26 |     52 |   G   |     亏损 |
|   2915 |  688039  | 当虹科技     | 未知           |       42亿 |      39.18 |      37.55 |     -4.16% |        1 |     0.1x |     26 |     30 |   W   |     亏损 |
|   2916 |  002132  | 恒星科技     | 未知           |       69亿 |       5.11 |       4.90 |     -4.15% |        1 |     0.1x |     26 |     30 |   W   |     98.5 |
|   2917 |  603665  | 康隆达       | 未知           |       40亿 |      26.34 |      25.25 |     -4.14% |        4 |     0.3x |     26 |     46 |   W   |     亏损 |
|   2918 |  688022  | ST瀚川       | 未知           |       13亿 |       7.98 |       7.65 |     -4.14% |        6 |     0.5x |     22 |     56 |   G   |     66.7 |
|   2919 |  002371  | 北方华创     | 未知           |     5542亿 |     797.24 |     764.30 |     -4.13% |        2 |     0.2x |     26 |     30 |   W   |     99.5 |
|   2920 |  002532  | 天山铝业     | 未知           |      458亿 |      11.62 |      11.14 |     -4.13% |        3 |     0.2x |     22 |     30 |   W   |      8.6 |
|   2921 |  003039  | 顺控发展     | 未知           |       67亿 |      11.39 |      10.92 |     -4.13% |        2 |     0.2x |     22 |     30 |   W   |     21.3 |
|   2922 |  002870  | 香山股份     | 未知           |       48亿 |      38.88 |      37.28 |     -4.12% |        5 |     0.4x |     26 |     46 |   W   |     79.6 |
|   2923 |  300777  | 中简科技     | 未知           |      110亿 |      26.71 |      25.61 |     -4.12% |        1 |     0.1x |     22 |     46 |   W   |     51.1 |
|   2924 |  600638  | 新黄浦       | 未知           |       30亿 |       4.59 |       4.40 |     -4.12% |        2 |     0.2x |     22 |     46 |   W   |     23.1 |
|   2925 |  002595  | 豪迈科技     | 未知           |      526亿 |      47.64 |      45.68 |     -4.11% |        3 |     0.2x |     22 |     41 |   W   |     22.2 |
|   2926 |  600006  | 东风股份     | 未知           |      103亿 |       5.35 |       5.13 |     -4.11% |        5 |     0.4x |     26 |     35 |   W   |     亏损 |
|   2927 |  600482  | 中国动力     | 未知           |      709亿 |      32.60 |      31.26 |     -4.11% |        2 |     0.2x |     22 |     41 |   W   |     47.5 |
|   2928 |  301633  | 港迪技术     | 未知           |       11亿 |      45.88 |      44.00 |     -4.10% |        2 |     0.2x |     22 |     46 |   W   |     37.5 |
|   2929 |  600736  | 苏州高新     | 未知           |       76亿 |       6.88 |       6.60 |     -4.10% |        1 |     0.1x |     30 |     30 |   W   |     35.2 |
|   2930 |  300643  | 万通智控     | 未知           |       42亿 |      19.08 |      18.30 |     -4.09% |        5 |     0.4x |     22 |     42 |   W   |     26.4 |
|   2931 |  603801  | 志邦家居     | 未知           |       23亿 |       5.63 |       5.40 |     -4.09% |        2 |     0.2x |     26 |     35 |   W   |     34.4 |
|   2932 |  000856  | 冀东装备     | 未知           |       16亿 |       7.35 |       7.05 |     -4.08% |        2 |     0.2x |     22 |     46 |   W   |    130.8 |
|   2933 |  002760  | 凤形股份     | 未知           |       17亿 |      16.67 |      15.99 |     -4.08% |        2 |     0.2x |     22 |     46 |   W   |     72.6 |
|   2934 |  603326  | 我乐家居     | 未知           |       20亿 |       6.37 |       6.11 |     -4.08% |        2 |     0.2x |     26 |     40 |   W   |     13.6 |
|   2935 |  601595  | 上海电影     | 未知           |       73亿 |      16.94 |      16.25 |     -4.07% |        2 |     0.2x |     26 |     30 |   W   |    120.1 |
|   2936 |  300075  | 数字政通     | 未知           |       52亿 |      10.58 |      10.15 |     -4.06% |        2 |     0.2x |     22 |     30 |   W   |     亏损 |
|   2937 |  300254  | 仟源医药     | 未知           |       18亿 |       8.37 |       8.03 |     -4.06% |        2 |     0.2x |     22 |     46 |   W   |    115.5 |
|   2938 |  300483  | 首华燃气     | 未知           |       67亿 |      18.22 |      17.48 |     -4.06% |        2 |     0.2x |     30 |     30 |   W   |     33.4 |
|   2939 |  002480  | 新筑股份     | 未知           |       38亿 |       5.18 |       4.97 |     -4.05% |        2 |     0.2x |     22 |     46 |   W   |     亏损 |
|   2940 |  002588  | 史丹利       | 未知           |       69亿 |       8.40 |       8.06 |     -4.05% |        3 |     0.2x |     22 |     41 |   W   |      8.5 |
|   2941 |  001218  | 丽臣实业     | 未知           |       27亿 |      23.76 |      22.80 |     -4.04% |        2 |     0.2x |     26 |     41 |   W   |     14.1 |
|   2942 |  300590  | 移为通信     | 未知           |       50亿 |      14.61 |      14.02 |     -4.04% |        2 |     0.2x |     26 |     25 |   W   |     55.5 |
|   2943 |  002892  | 科力尔       | 未知           |       45亿 |       9.44 |       9.06 |     -4.03% |        2 |     0.2x |     22 |     46 |   W   |    349.5 |
