time,event,order,label,shares,price,fee,cash,position
2026-05-26T10:01:00,10646,68,MOM short,-100,367.49,36.749,136809.68000000005,100
2026-05-26T10:24:00,10692,70,MOM buyback,100,362.0,36.2,100573.48000000005,200
2026-05-27T09:35:00,11075,71,REV-T sell,-100,364.5,36.45,136987.03000000006,100
2026-05-27T13:55:00,11415,72,REV-T buyback(NORMAL),100,361.0,36.1,100850.93000000005,200
2026-05-28T13:01:00,11788,73,REV-T sell,-100,362.62,36.262,137076.66800000006,100
2026-05-28T13:13:00,11812,74,REV-T buyback(NORMAL),100,360.31,36.031,101009.63700000006,200
2026-05-28T13:49:00,11884,75,REV-T sell,-100,369.97,36.997,137969.64000000007,100
2026-05-29T10:13:00,12113,77,REV-T buyback(NORMAL),100,367.01,36.701,101231.93900000007,200
2026-05-29T10:16:00,12119,78,MOM short,-100,368.6,36.86,138055.07900000009,100
2026-06-01T14:59:00,12986,85,MOM force buyback,100,371.58,37.158,100859.92100000009,200
2026-06-02T09:33:00,12995,86,MOM short,-100,373.24,37.324,138146.5970000001,100
2026-06-04T14:59:00,14429,97,MOM force buyback,100,455.89,45.589,92512.00800000009,200
2026-06-05T09:43:00,14458,98,REV-T sell,-100,473.84,47.384,139848.6240000001,100
2026-06-05T10:42:00,14576,99,REV-T buyback(NORMAL),100,469.05,46.905,92896.7190000001,200
2026-06-08T09:34:00,14921,100,REV-T sell,-100,408.24,40.824,133679.8950000001,100
2026-07-09T10:47:00,25649,102,REV-T buyback(NORMAL),100,403.67,40.367,93272.52800000011,200
2026-07-09T13:15:00,25765,103,REV-T sell,-100,417.7,41.77,135000.75800000012,100
2026-07-13T09:45:00,26487,107,REV-T buyback(NORMAL),100,406.58,40.658,94302.10000000012,200
2026-07-13T13:08:00,26713,108,MOM short,-100,389.63,38.963,133226.1370000001,100
2026-07-13T13:31:00,26759,109,MOM buyback,100,384.72,38.472,94715.6650000001,200
2026-07-14T09:32:00,26942,110,REV-T sell,-100,380.33,38.033,132710.6320000001,100
2026-07-14T11:01:00,27120,111,REV-T buyback(REBOUND99),100,377.0,37.7,94972.9320000001,200
2026-07-14T13:07:00,27192,112,MOM short,-100,392.05,39.205,134138.7270000001,100
2026-07-14T14:59:00,27416,115,MOM force buyback,100,400.18,40.018,94080.7090000001,200
2026-07-16T09:46:00,27932,116,MOM short,-100,405.0,40.5,134540.2090000001,100
2026-07-16T11:29:00,28138,117,MOM buyback,100,400.57,40.057,94443.15200000009,200
2026-07-16T13:08:00,28156,118,MOM short,-100,405.47,40.547000000000004,134949.6050000001,100
2026-07-16T14:54:00,28368,120,MOM buyback,100,402.49,40.249,94660.35600000009,200
2026-07-17T09:41:00,28403,121,MOM short,-100,371.33,37.133,131756.2230000001,100
2026-07-20T09:35:00,28872,126,MOM buyback,100,366.79,36.679,95040.54400000008,200
2026-07-20T10:00:00,28922,127,MOM short,-100,366.36,36.636,131639.90800000008,100
2026-07-20T14:41:00,29304,128,MOM buyback,100,363.5,36.35,95253.55800000008,200
2026-07-21T09:40:00,29363,129,MOM short,-100,366.89,36.689,131905.86900000006,100
2026-07-21T14:59:00,29821,135,MOM force buyback,100,406.38,40.638,91227.23100000006,200
2026-07-22T09:33:00,29830,136,MOM short,-100,390.0,39.0,130188.23100000006,100
2026-07-22T09:55:00,29874,138,MOM buyback,100,384.0,38.4,91749.83100000006,200
2026-07-22T09:59:00,29882,139,MOM short,-100,387.13,38.713,130424.11800000006,100
2026-07-22T10:46:00,29976,140,MOM buyback,100,382.59,38.259,92126.85900000005,200
2026-07-23T09:36:00,30317,141,MOM short,-100,362.73,36.273,128363.58600000005,100
2026-07-23T11:17:00,30519,143,MOM buyback,100,357.39,35.739,92588.84700000005,200
2026-07-23T13:11:00,30567,144,MOM short,-100,360.75,36.075,128627.77200000006,100
2026-07-23T14:24:00,30713,146,MOM buyback,100,355.7,35.57,93022.20200000005,200
2026-07-24T09:36:00,30798,147,MOM short,-100,346.21,34.621,127608.58100000005,100
2026-07-24T10:25:00,30896,148,MOM buyback,100,344.0,34.4,93174.18100000004,200
2026-07-24T10:27:00,30900,149,MOM short,-100,343.6,34.36,127499.82100000004,100
2026-07-24T11:05:00,30976,150,MOM buyback,100,338.04,33.804,93662.01700000005,200
2026-07-27T09:46:00,31299,151,MOM long,100,324.61,32.461,61168.556000000055,300
2026-07-27T10:39:00,31405,152,MOM sellback,-100,329.47,32.947,94082.60900000005,200
2026-07-27T14:32:00,31691,153,MOM short,-100,331.23,33.123,127172.48600000006,100
2026-07-28T09:36:00,31760,159,MOM buyback,100,326.55,32.655,94484.83100000006,200
2026-07-28T09:56:00,31800,160,MOM short,-100,320.73,32.073,126525.75800000006,100
2026-07-28T10:21:00,31850,161,MOM buyback,100,317.31,31.731,94763.02700000006,200
2026-07-29T09:38:00,32245,162,MOM short,-100,294.35,29.435000000000006,124168.59200000006,100
2026-07-29T14:59:00,32707,165,MOM force buyback,100,281.7,28.17,95970.42200000006,200
2026-07-30T09:35:00,32720,166,REV-T sell,-100,285.48,28.548000000000002,124489.87400000007,100
2026-07-30T09:50:00,32750,167,REV-T buyback(NORMAL),100,277.16,27.716000000000005,96746.15800000007,200
2026-07-30T09:53:00,32756,168,MOM short,-100,278.31,27.831,124549.32700000008,100
2026-07-30T14:59:00,33188,171,MOM force buyback,100,262.66,26.266000000000005,98257.06100000007,200
2026-08-03T09:35:00,33682,172,MOM short,-100,270.56,27.056,125286.00500000008,100
2026-08-03T09:52:00,33716,173,MOM buyback,100,266.4,26.639999999999997,98619.36500000008,200
2026-08-03T09:57:00,33726,174,MOM short,-100,265.74,26.574,125166.79100000008,100
2026-08-03T10:40:00,33812,179,MOM buyback,100,262.67,26.267,98873.52400000009,200
2026-08-04T09:38:00,34169,180,REV-T sell,-100,272.92,27.292,126138.23200000009,100
2026-08-04T10:20:00,34253,182,REV-T buyback(REBOUND99),100,273.0,27.3,98810.93200000009,200
2026-08-04T13:55:00,34503,183,REV-T sell,-100,282.71,28.270999999999997,127053.66100000008,100
2026-08-05T09:32:00,34638,184,REV-T buyback(NORMAL),100,280.01,28.001,99024.66000000008,200
2026-08-05T09:34:00,34642,185,MOM short,-100,281.86,28.186,127182.47400000007,100
2026-08-07T14:59:00,36074,196,MOM force buyback,100,338.69,33.869,93279.60500000007,200
2026-08-10T09:49:00,36115,197,MOM short,-100,347.73,34.773,128017.83200000007,100
2026-08-10T14:13:00,36463,198,MOM buyback,100,342.66,34.266,93717.56600000006,200
2026-08-11T09:49:00,36596,199,MOM short,-100,330.3,33.03,126714.53600000007,100
2026-08-14T14:59:00,38479,214,MOM force buyback,100,355.18,35.518,91161.01800000007,200
2026-08-17T09:52:00,38526,215,REV-T sell,-100,364.07,36.407000000000004,127531.61100000006,100
2026-08-17T10:00:00,38542,216,REV-T buyback(NORMAL),100,360.01,36.001,91494.61000000007,200
2026-08-17T11:03:00,38668,217,REV-T sell,-100,367.0,36.7,128157.91000000008,100
2026-08-19T09:33:00,39450,218,REV-T buyback(NORMAL),100,363.71,36.371,91750.53900000008,200
2026-08-19T09:39:00,39462,219,MOM short,-100,365.0,36.5,128214.03900000008,100
2026-08-20T10:02:00,39989,225,MOM buyback,100,361.2,36.12,92057.91900000008,200
2026-08-21T09:32:00,40410,226,REV-T sell,-100,359.21,35.921,127942.99800000008,100
2026-08-21T09:45:00,40436,230,REV-T buyback(NORMAL),100,357.61,35.761,92146.23700000008,200
2026-08-21T09:47:00,40440,231,MOM short,-100,359.24,35.924,128034.31300000008,100
2026-08-21T14:59:00,40884,234,MOM force buyback,100,363.6,36.36,91637.95300000008,200
2026-08-24T09:50:00,40927,235,MOM short,-100,364.55,36.455,128056.49800000008,100
2026-08-24T14:59:00,41365,238,MOM force buyback,100,379.19,37.919000000000004,90099.57900000009,200
2026-08-25T09:59:00,41426,239,REV-T sell,-100,365.84,36.584,126646.99500000008,100
