trade_id,order_id,stock_code,traded_price,traded_volume,traded_amount,trade_cost,direction,reason
T692,692,688172.SH,22.59,0,3431421.0,892.2695,buy,Alpha144突破
T693,693,000959.SZ,4.22,0,3431704.0,858.026,buy,Alpha144突破
T694,694,301606.SZ,65.79,0,3427659.0,857.0148,buy,Alpha144突破
T695,695,688475.SH,33.9,0,3528990.0,917.6374,buy,Alpha144突破
T696,696,300140.SZ,5.96,537800,3205288.0,4006.71,sell,Alpha144卖出
T697,697,688172.SH,25.03,151900,3802057.0,4790.6918,sell,Alpha144卖出
T698,698,000959.SZ,4.09,813200,3325988.0,4157.585,sell,Alpha144卖出
T699,699,301606.SZ,58.83,52100,3065043.0,3831.4037,sell,Alpha144卖出
T700,700,688475.SH,31.43,104100,3271863.0,4122.6474,sell,Alpha144卖出
T701,701,688708.SH,74.57,0,3392935.0,882.2631,buy,Alpha144突破
T702,702,003035.SZ,4.96,0,3391648.0,848.012,buy,Alpha144突破
T703,703,603233.SH,18.4,0,3392960.0,882.2696,buy,Alpha144突破
T704,704,600377.SH,13.5,0,3393900.0,882.514,buy,Alpha144突破
T705,705,600655.SH,5.95,0,3315935.0,862.2431,buy,Alpha144突破
T706,706,688708.SH,65.08,45500,2961140.0,3731.1364,sell,Alpha144卖出
T707,707,003035.SZ,5.19,683800,3548922.0,4436.2525,sell,Alpha144卖出
T708,708,603233.SH,18.15,184400,3346860.0,4217.1436,sell,Alpha144卖出
T709,709,600377.SH,13.5,251400,3393900.0,4276.414,sell,Alpha144卖出
T710,710,688708.SH,65.14,0,65140.0,17.0364,buy,Alpha144突破
T711,711,688281.SH,68.01,0,61209.0,16.0143,buy,Alpha144突破
T712,712,688375.SH,70.84,0,63756.0,16.6766,buy,Alpha144突破
T713,713,600655.SH,5.56,557300,3098588.0,3904.3209,sell,Alpha144卖出
T714,714,001221.SZ,59.47,0,3276797.0,819.2993,buy,Alpha144突破
T715,715,002153.SZ,11.26,0,3256392.0,814.198,buy,Alpha144突破
T716,716,688708.SH,66.24,1000,66240.0,83.5624,sell,Alpha144卖出
T717,717,688281.SH,65.66,900,59094.0,74.5584,sell,Alpha144卖出
T718,718,688375.SH,68.41,900,61569.0,77.6769,sell,Alpha144卖出
T719,719,001221.SZ,59.11,55100,3256961.0,4071.3012,sell,Alpha144卖出
T720,720,002153.SZ,10.72,289200,3100224.0,3875.38,sell,Alpha144卖出
T721,721,688520.SH,48.33,0,3238110.0,842.0086,buy,Alpha144突破
T722,722,688819.SH,32.13,0,3241917.0,842.9984,buy,Alpha144突破
T723,723,688172.SH,24.99,0,3241203.0,842.8128,buy,Alpha144突破
T724,724,003031.SZ,52.77,0,3240078.0,810.1195,buy,Alpha144突破
T725,725,000703.SZ,7.33,0,3241326.0,810.4315,buy,Alpha144突破
T726,726,688520.SH,44.2,67000,2961400.0,3731.464,sell,Alpha144卖出
T727,727,688819.SH,33.99,100900,3429591.0,4321.3847,sell,Alpha144卖出
T728,728,688172.SH,27.98,129700,3629006.0,4572.6476,sell,Alpha144卖出
T729,729,003031.SZ,76.82,61400,4716748.0,5896.035,sell,Alpha144卖出
T730,730,000703.SZ,9.92,442200,4386624.0,5483.38,sell,Alpha144卖出
T731,731,688295.SH,34.12,0,3821440.0,993.6744,buy,Alpha144突破
T732,732,301301.SZ,10.22,0,3823302.0,955.9255,buy,Alpha144突破
T733,733,600927.SH,16.09,0,3821375.0,993.6575,buy,Alpha144突破
T734,734,000898.SZ,2.55,0,3819900.0,955.075,buy,Alpha144突破
T735,735,002945.SZ,14.94,0,3735000.0,933.85,buy,Alpha144突破
T736,736,688295.SH,32.79,112000,3672480.0,4627.4248,sell,Alpha144卖出
T737,737,301301.SZ,10.13,374100,3789633.0,4737.1413,sell,Alpha144卖出
T738,738,600927.SH,16.06,237500,3814250.0,4806.055,sell,Alpha144卖出
T739,739,000898.SZ,2.53,1498000,3789940.0,4737.525,sell,Alpha144卖出
T740,740,002945.SZ,15.32,250000,3830000.0,4787.6,sell,Alpha144卖出
T741,741,002508.SZ,21.52,0,3791824.0,948.056,buy,Alpha144突破
T742,742,002271.SZ,17.96,0,3791356.0,947.939,buy,Alpha144突破
T743,743,000423.SZ,51.06,0,3788652.0,947.263,buy,Alpha144突破
T744,744,000513.SZ,35.51,0,3863488.0,965.972,buy,Alpha144突破
T745,745,600754.SH,28.45,0,3633065.0,944.6969,buy,Alpha144突破
T746,746,002508.SZ,20.43,176200,3599766.0,4499.8075,sell,Alpha144卖出
T747,747,002271.SZ,17.1,211100,3609810.0,4512.3625,sell,Alpha144卖出
T748,748,000423.SZ,52.57,74200,3900694.0,4875.9675,sell,Alpha144卖出
T749,749,000883.SZ,4.86,0,3660066.0,915.1165,buy,Alpha144突破
T750,750,300454.SZ,127.36,0,3655232.0,913.908,buy,Alpha144突破
T751,751,300763.SZ,94.3,0,3658840.0,914.81,buy,Alpha144突破
T752,752,000513.SZ,34.71,108800,3776448.0,4720.66,sell,Alpha144卖出
T753,753,300759.SZ,28.38,0,187308.0,46.927,buy,Alpha144突破
T754,754,600754.SH,27.46,127700,3506642.0,4418.4689,sell,Alpha144卖出
T755,755,002508.SZ,20.83,0,3736902.0,934.3255,buy,Alpha144突破
T756,756,300454.SZ,102.75,28700,2948925.0,3686.2562,sell,Alpha144卖出
T757,757,300751.SZ,286.84,0,3470764.0,867.791,buy,Alpha144突破
T758,758,300751.SZ,228.59,12100,2765939.0,3457.5237,sell,Alpha144卖出
T759,759,000786.SZ,26.09,0,2953388.0,738.447,buy,Alpha144突破
T760,760,000883.SZ,4.57,753100,3441667.0,4302.1838,sell,Alpha144卖出
T761,761,300763.SZ,88.49,38800,3433412.0,4291.865,sell,Alpha144卖出
T762,762,002008.SZ,64.39,0,2762331.0,690.6828,buy,Alpha144突破
T763,763,002410.SZ,11.57,0,3379597.0,844.9993,buy,Alpha144突破
T764,764,300759.SZ,31.09,6600,205194.0,256.5925,sell,Alpha144卖出
T765,765,300759.SZ,31.13,0,3377605.0,844.5013,buy,Alpha144突破
T766,766,002508.SZ,20.02,179400,3591588.0,4489.585,sell,Alpha144卖出
T767,767,002007.SZ,15.03,0,3393774.0,848.5435,buy,Alpha144突破
T768,768,000786.SZ,26.16,113200,2961312.0,3701.74,sell,Alpha144卖出
T769,769,000786.SZ,26.18,0,552398.0,138.1995,buy,Alpha144突破
T770,770,002008.SZ,122.0,42900,5233800.0,6542.35,sell,Alpha144卖出
T771,771,300003.SZ,14.5,0,2913050.0,728.3625,buy,Alpha144突破
T772,772,002410.SZ,11.17,292100,3262757.0,4078.5462,sell,Alpha144卖出
T773,773,002271.SZ,16.89,0,3697221.0,924.4053,buy,Alpha144突破
T774,774,300759.SZ,27.3,108500,2962050.0,3702.6625,sell,Alpha144卖出
T775,775,000883.SZ,5.0,0,3585000.0,896.35,buy,Alpha144突破
T776,776,002007.SZ,14.0,225800,3161200.0,3951.6,sell,Alpha144卖出
T777,777,300496.SZ,67.59,0,3433572.0,858.493,buy,Alpha144突破
T778,778,002271.SZ,13.75,218900,3009875.0,3762.4437,sell,Alpha144卖出
T779,779,300037.SZ,74.76,0,3468864.0,867.316,buy,Alpha144突破
T780,780,000786.SZ,23.24,21100,490364.0,613.055,sell,Alpha144卖出
T781,781,002007.SZ,14.02,0,3408262.0,852.1655,buy,Alpha144突破
T782,782,300003.SZ,12.15,200900,2440935.0,3051.2687,sell,Alpha144卖出
T783,783,300285.SZ,65.21,0,541243.0,135.4108,buy,Alpha144突破
T784,784,000883.SZ,4.77,717000,3420090.0,4275.2125,sell,Alpha144卖出
T785,785,300496.SZ,61.33,50800,3115564.0,3894.555,sell,Alpha144卖出
T786,786,600754.SH,20.21,0,3259873.0,847.667,buy,Alpha144突破
T787,787,300003.SZ,11.95,0,3261155.0,815.3888,buy,Alpha144突破
T788,788,300037.SZ,80.36,46400,3728704.0,4660.98,sell,回测结束强制平仓
T789,789,002007.SZ,12.88,243100,3131128.0,3914.01,sell,回测结束强制平仓
T790,790,300285.SZ,67.4,8300,559420.0,699.375,sell,回测结束强制平仓
T791,791,600754.SH,20.03,161300,3230839.0,4070.9571,sell,回测结束强制平仓
T792,792,300003.SZ,11.79,272900,3217491.0,4021.9637,sell,回测结束强制平仓
