trade_id,order_id,stock_code,traded_price,traded_volume,traded_amount,trade_cost,direction,reason
T108,108,688166.SH,44.72,0,1811160.0,471.0016,buy,Alpha144突破
T109,109,688037.SH,87.34,0,1580854.0,411.122,buy,Alpha144突破
T110,110,300857.SZ,24.97,62700,1565619.0,1957.1238,sell,Alpha144卖出
T111,111,603179.SH,28.21,0,31031.0,8.1681,buy,Alpha144突破
T112,112,688617.SH,326.46,7500,2448450.0,3085.147,sell,Alpha144卖出
T113,113,000539.SZ,3.82,0,1534112.0,383.628,buy,Alpha144突破
T114,114,688676.SH,16.14,106700,1722138.0,2169.9939,sell,Alpha144卖出
T115,115,688166.SH,43.25,40500,1751625.0,2207.1475,sell,Alpha144卖出
T116,116,300140.SZ,6.3,0,1926540.0,481.735,buy,Alpha144突破
T117,117,300857.SZ,28.54,0,1926450.0,481.7125,buy,Alpha144突破
T118,118,688037.SH,129.83,18100,2349923.0,2961.003,sell,Alpha144卖出
T119,119,300475.SZ,19.36,0,1945680.0,486.52,buy,Alpha144突破
T120,120,603179.SH,31.85,1100,35035.0,44.2441,sell,Alpha144卖出
T121,121,603256.SH,9.32,0,1970248.0,512.3645,buy,Alpha144突破
T122,122,000539.SZ,3.78,401600,1518048.0,1897.66,sell,Alpha144卖出
T123,123,603728.SH,17.06,0,545920.0,142.0392,buy,Alpha144突破
T124,124,300140.SZ,6.92,305800,2116136.0,2645.27,sell,Alpha144卖出
T125,125,300857.SZ,29.11,67500,1964925.0,2456.2562,sell,Alpha144卖出
T126,126,300140.SZ,6.92,0,1496104.0,374.126,buy,Alpha144突破
T127,127,300857.SZ,29.13,0,1494369.0,373.6923,buy,Alpha144突破
T128,128,300475.SZ,24.96,100500,2508480.0,3135.7,sell,Alpha144卖出
T129,129,688520.SH,60.64,0,2122400.0,551.924,buy,Alpha144突破
T130,130,603256.SH,8.91,211400,1883574.0,2373.4032,sell,Alpha144卖出
T131,131,603298.SH,17.37,0,2124351.0,552.4313,buy,Alpha144突破
T132,132,603728.SH,17.43,32000,557760.0,702.8776,sell,Alpha144卖出
T133,133,300140.SZ,6.2,216200,1340440.0,1675.65,sell,Alpha144卖出
T134,134,300857.SZ,27.5,51300,1410750.0,1763.5375,sell,Alpha144卖出
T135,135,688520.SH,55.76,35000,1951600.0,2459.116,sell,Alpha144卖出
T136,136,603298.SH,15.19,122300,1857737.0,2340.8486,sell,Alpha144卖出
T137,137,600098.SH,6.46,0,1971592.0,512.7139,buy,Alpha144突破
T138,138,300570.SZ,20.86,0,1971270.0,492.9175,buy,Alpha144突破
T139,139,688568.SH,70.52,0,1967508.0,511.6521,buy,Alpha144突破
T140,140,002432.SZ,7.7,0,1951180.0,487.895,buy,Alpha144突破
T141,141,688166.SH,34.57,0,1922092.0,499.8439,buy,Alpha144突破
T142,142,600098.SH,6.94,305200,2118088.0,2668.8909,sell,Alpha144卖出
T143,143,300570.SZ,17.02,94500,1608390.0,2010.5875,sell,Alpha144卖出
T144,144,688568.SH,77.77,27900,2169783.0,2734.0266,sell,Alpha144卖出
T145,145,000737.SZ,8.17,0,71896.0,18.074,buy,Alpha144突破
T146,146,603179.SH,34.52,0,69040.0,18.0504,buy,Alpha144突破
T147,147,603129.SH,140.27,0,70135.0,18.3351,buy,Alpha144突破
T148,148,002432.SZ,7.17,253400,1816878.0,2271.1975,sell,Alpha144卖出
T149,149,688676.SH,20.41,0,1928745.0,501.5737,buy,Alpha144突破
T150,150,688166.SH,32.9,55600,1829240.0,2304.9424,sell,Alpha144卖出
T151,151,603179.SH,28.12,2000,56240.0,70.9624,sell,Alpha144卖出
T152,152,603129.SH,126.27,500,63135.0,79.6501,sell,Alpha144卖出
T153,153,688676.SH,22.04,94500,2082780.0,2624.4028,sell,Alpha144卖出
T154,154,300620.SZ,63.32,0,1943924.0,486.081,buy,Alpha144突破
T155,155,002984.SZ,28.82,0,1948232.0,487.158,buy,Alpha144突破
T156,156,688578.SH,28.97,0,1946784.0,506.2638,buy,Alpha144突破
T157,157,000737.SZ,7.85,8800,69080.0,86.45,sell,Alpha144卖出
T158,158,300620.SZ,60.02,30700,1842614.0,2303.3675,sell,Alpha144卖出
T159,159,002984.SZ,29.19,67600,1973244.0,2466.655,sell,Alpha144卖出
T160,160,688578.SH,28.18,67200,1893696.0,2386.157,sell,Alpha144卖出
T161,161,002265.SZ,8.18,0,1918210.0,479.6525,buy,Alpha144突破
T162,162,000737.SZ,8.14,0,1918598.0,479.7495,buy,Alpha144突破
T163,163,003031.SZ,63.89,0,1916700.0,479.275,buy,Alpha144突破
T164,164,300953.SZ,92.25,0,1918800.0,479.8,buy,Alpha144突破
T165,165,000415.SZ,2.75,0,1918675.0,479.7688,buy,Alpha144突破
T166,166,000737.SZ,6.54,235700,1541478.0,1926.9475,sell,Alpha144卖出
T167,167,002265.SZ,8.52,234500,1997940.0,2497.525,sell,Alpha144卖出
T168,168,003031.SZ,83.56,30000,2506800.0,3133.6,sell,Alpha144卖出
T169,169,300953.SZ,150.92,20800,3139136.0,3924.02,sell,Alpha144卖出
T170,170,000415.SZ,2.93,697700,2044261.0,2555.4262,sell,Alpha144卖出
T171,171,688313.SH,12.68,0,1510188.0,392.7489,buy,Alpha144突破
T172,172,300475.SZ,23.75,0,1508125.0,377.1313,buy,Alpha144突破
T173,173,300570.SZ,18.32,0,1509568.0,377.492,buy,Alpha144突破
T174,174,601019.SH,5.66,0,1508956.0,392.4286,buy,Alpha144突破
T175,175,603728.SH,17.58,0,1510122.0,392.7317,buy,Alpha144突破
T176,176,688313.SH,12.05,119100,1435155.0,1808.3953,sell,Alpha144卖出
T177,177,300475.SZ,23.62,63500,1499870.0,1874.9375,sell,Alpha144卖出
T178,178,300570.SZ,16.83,82400,1386792.0,1733.59,sell,Alpha144卖出
T179,179,601019.SH,5.87,266600,1564942.0,1971.9269,sell,Alpha144卖出
T180,180,603728.SH,23.85,85900,2048715.0,2581.4809,sell,Alpha144卖出
T181,181,300475.SZ,23.64,0,2321448.0,580.462,buy,Alpha144突破
T182,182,002851.SZ,35.37,0,2320272.0,580.168,buy,Alpha144突破
T183,183,603885.SH,15.94,0,2322458.0,603.9391,buy,Alpha144突破
T184,184,603565.SH,31.07,0,2320929.0,603.5415,buy,Alpha144突破
T185,185,300972.SZ,14.54,0,2259516.0,564.979,buy,Alpha144突破
T186,186,300475.SZ,26.34,98200,2586588.0,3233.335,sell,Alpha144卖出
T187,187,002851.SZ,31.58,65600,2071648.0,2589.66,sell,Alpha144卖出
T188,188,603885.SH,17.26,145700,2514782.0,3168.7253,sell,Alpha144卖出
T189,189,603565.SH,33.26,74700,2484522.0,3130.5977,sell,Alpha144卖出
T190,190,600595.SH,4.89,0,44010.0,11.5426,buy,Alpha144突破
T191,191,688318.SH,160.36,0,32072.0,8.4387,buy,Alpha144突破
T192,192,601098.SH,10.06,0,44264.0,11.6086,buy,Alpha144突破
T193,193,300972.SZ,16.86,155400,2620044.0,3275.155,sell,Alpha144卖出
T194,194,000737.SZ,7.52,0,2462048.0,615.612,buy,Alpha144突破
T195,195,603786.SH,82.74,0,2457378.0,639.0183,buy,Alpha144突破
T196,196,600595.SH,4.21,9000,37890.0,47.8414,sell,Alpha144卖出
T197,197,688318.SH,186.5,200,37300.0,47.098,sell,Alpha144卖出
T198,198,601098.SH,9.52,4400,41888.0,52.8789,sell,Alpha144卖出
T199,199,000737.SZ,8.27,327400,2707598.0,3384.5975,sell,Alpha144卖出
T200,200,603786.SH,80.76,29700,2398572.0,3022.3007,sell,Alpha144卖出
T201,201,000737.SZ,8.31,0,2496324.0,624.181,buy,Alpha144突破
T202,202,000737.SZ,7.79,300400,2340116.0,2925.245,sell,Alpha144卖出
T203,203,600601.SH,2.38,0,2464490.0,640.8674,buy,Alpha144突破
T204,204,002608.SZ,6.37,0,2464553.0,616.2382,buy,Alpha144突破
T205,205,300718.SZ,16.19,0,2465737.0,616.5343,buy,Alpha144突破
T206,206,000737.SZ,8.48,0,2455808.0,614.052,buy,Alpha144突破
T207,207,600601.SH,2.58,1035500,2671590.0,3366.3034,sell,Alpha144卖出
T208,208,002608.SZ,6.26,386900,2421994.0,3027.5925,sell,Alpha144卖出
T209,209,300718.SZ,15.53,152300,2365219.0,2956.6238,sell,Alpha144卖出
T210,210,000737.SZ,8.16,289600,2363136.0,2954.02,sell,Alpha144卖出
T211,211,688019.SH,223.51,0,2436259.0,633.5273,buy,Alpha144突破
T212,212,600562.SH,15.78,0,2456946.0,638.906,buy,Alpha144突破
T213,213,002461.SZ,8.63,0,2455235.0,613.9088,buy,Alpha144突破
T214,214,300718.SZ,16.2,0,2451060.0,612.865,buy,Alpha144突破
T215,215,688166.SH,30.03,0,2453451.0,637.9973,buy,Alpha144突破
T216,216,688019.SH,244.8,10900,2668320.0,3362.1832,sell,Alpha144卖出
T217,217,600562.SH,15.78,155700,2456946.0,3095.852,sell,Alpha144卖出
T218,218,002461.SZ,7.76,284500,2207720.0,2759.75,sell,Alpha144卖出
T219,219,300718.SZ,15.36,151300,2323968.0,2905.06,sell,Alpha144卖出
T220,220,688166.SH,28.19,81700,2303123.0,2902.035,sell,Alpha144卖出
T221,221,600601.SH,2.6,0,2393560.0,622.4256,buy,Alpha144突破
T222,222,688819.SH,32.61,0,2393574.0,622.4292,buy,Alpha144突破
T223,223,603129.SH,113.86,0,2391060.0,621.7756,buy,Alpha144突破
T224,224,600601.SH,2.54,920600,2338324.0,2946.3882,sell,Alpha144卖出
T225,225,688819.SH,31.82,73400,2335588.0,2942.9409,sell,Alpha144卖出
T226,226,603129.SH,102.0,21000,2142000.0,2699.02,sell,Alpha144卖出
T227,227,002423.SZ,7.89,0,2319660.0,580.015,buy,Alpha144突破
T228,228,688278.SH,27.89,0,2320448.0,603.4165,buy,Alpha144突破
T229,229,600350.SH,5.21,0,2320013.0,603.3034,buy,Alpha144突破
T230,230,688568.SH,63.99,0,2342034.0,609.0288,buy,Alpha144突破
T231,231,300140.SZ,6.49,0,2245540.0,561.485,buy,Alpha144突破
T232,232,002423.SZ,8.01,294000,2354940.0,2943.775,sell,Alpha144卖出
T233,233,688278.SH,25.19,83200,2095808.0,2640.8181,sell,Alpha144卖出
T234,234,600350.SH,5.58,445300,2484774.0,3130.9152,sell,Alpha144卖出
T235,235,688568.SH,60.67,36600,2220522.0,2797.9577,sell,Alpha144卖出
T236,236,300140.SZ,5.97,346000,2065620.0,2582.125,sell,Alpha144卖出
T237,237,001696.SZ,6.16,0,2250248.0,562.662,buy,Alpha144突破
T238,238,000921.SZ,11.92,0,2251688.0,563.022,buy,Alpha144突破
T239,239,600595.SH,4.41,0,2250423.0,585.21,buy,Alpha144突破
T240,240,002461.SZ,8.15,0,2250215.0,562.6538,buy,Alpha144突破
T241,241,001696.SZ,6.08,365300,2221024.0,2776.38,sell,Alpha144卖出
T242,242,000921.SZ,11.63,188900,2196907.0,2746.2337,sell,Alpha144卖出
T243,243,600595.SH,4.46,510300,2275938.0,2867.7819,sell,Alpha144卖出
T244,244,002461.SZ,8.04,276100,2219844.0,2774.905,sell,Alpha144卖出
T245,245,688318.SH,125.86,0,2227722.0,579.3077,buy,Alpha144突破
T246,246,603979.SH,21.73,0,2229498.0,579.7695,buy,Alpha144突破
T247,247,000737.SZ,7.05,0,2224980.0,556.345,buy,Alpha144突破
T248,248,688220.SH,68.53,0,2220372.0,577.3967,buy,Alpha144突破
T249,249,603728.SH,14.84,0,2202256.0,572.6866,buy,Alpha144突破
T250,250,688318.SH,120.17,17700,2127009.0,2680.1313,sell,Alpha144卖出
T251,251,603979.SH,22.41,102600,2299266.0,2897.1752,sell,Alpha144卖出
T252,252,000737.SZ,7.1,315600,2240760.0,2801.05,sell,Alpha144卖出
T253,253,688220.SH,66.47,32400,2153628.0,2713.6713,sell,Alpha144卖出
T254,254,603728.SH,14.92,148400,2214128.0,2789.9013,sell,Alpha144卖出
T255,255,003021.SZ,31.02,0,2211726.0,553.0315,buy,Alpha144突破
T256,256,688248.SH,15.08,0,2213744.0,575.6734,buy,Alpha144突破
T257,257,688313.SH,9.91,0,2211912.0,575.1971,buy,Alpha144突破
T258,258,603728.SH,13.49,0,2232595.0,580.5747,buy,Alpha144突破
T259,259,688278.SH,26.28,0,2147076.0,558.3398,buy,Alpha144突破
T260,260,003021.SZ,39.37,71300,2807081.0,3508.9513,sell,Alpha144卖出
T261,261,688248.SH,22.51,146800,3304468.0,4163.7297,sell,Alpha144卖出
T262,262,688313.SH,10.84,223200,2419488.0,3048.6549,sell,Alpha144卖出
T263,263,300548.SZ,17.53,0,42072.0,10.618,buy,Alpha144突破
T264,264,688266.SH,36.62,0,40282.0,10.5733,buy,Alpha144突破
T265,265,688520.SH,52.03,0,41624.0,10.9222,buy,Alpha144突破
T266,266,603728.SH,14.63,165500,2421265.0,3050.8939,sell,Alpha144卖出
T267,267,688248.SH,25.47,0,2694726.0,700.7288,buy,Alpha144突破
T268,268,688278.SH,30.11,81700,2459987.0,3099.6836,sell,Alpha144卖出
T269,269,688617.SH,216.26,0,2638372.0,686.0767,buy,Alpha144突破
T270,270,300548.SZ,18.45,2400,44280.0,55.45,sell,Alpha144卖出
T271,271,688266.SH,36.66,1100,40326.0,50.9108,sell,Alpha144卖出
T272,272,688520.SH,56.66,800,45328.0,57.2133,sell,Alpha144卖出
T273,273,300718.SZ,18.17,0,2672807.0,668.3018,buy,Alpha144突破
T274,274,300487.SZ,64.58,0,2673612.0,668.503,buy,Alpha144突破
T275,275,003031.SZ,83.54,0,2656572.0,664.243,buy,Alpha144突破
T276,276,688248.SH,26.96,105800,2852368.0,3594.0837,sell,Alpha144卖出
T277,277,600578.SH,3.5,0,103250.0,26.945,buy,Alpha144突破
T278,278,688617.SH,202.11,12200,2465742.0,3106.9349,sell,Alpha144卖出
T279,279,600292.SH,6.35,0,2745740.0,713.9924,buy,Alpha144突破
T280,280,300718.SZ,19.49,147100,2866979.0,3583.8238,sell,Alpha144卖出
T281,281,300487.SZ,76.99,41400,3187386.0,3984.3325,sell,Alpha144卖出
T282,282,688234.SH,98.35,0,2507925.0,652.1605,buy,Alpha144突破
T283,283,688608.SH,155.18,0,2513916.0,653.7182,buy,Alpha144突破
T284,284,003031.SZ,103.75,31800,3299250.0,4124.1625,sell,Alpha144卖出
T285,285,600578.SH,3.44,29500,101480.0,127.9648,sell,Alpha144卖出
T286,286,300857.SZ,21.08,0,2989144.0,747.386,buy,Alpha144突破
T287,287,600292.SH,6.17,432400,2667908.0,3361.6641,sell,Alpha144卖出
T288,288,300475.SZ,22.13,0,2958781.0,739.7953,buy,Alpha144突破
T289,289,000737.SZ,6.27,0,2956932.0,739.333,buy,Alpha144突破
T290,290,688234.SH,94.99,25500,2422245.0,3052.1287,sell,Alpha144卖出
T291,291,688608.SH,140.93,16200,2283066.0,2876.7632,sell,Alpha144卖出
T292,292,300857.SZ,21.39,141800,3033102.0,3791.4775,sell,Alpha144卖出
T293,293,300475.SZ,22.83,133700,3052371.0,3815.5637,sell,Alpha144卖出
T294,294,000737.SZ,5.66,471600,2669256.0,3336.67,sell,Alpha144卖出
T295,295,688617.SH,198.7,0,2821540.0,733.7004,buy,Alpha144突破
T296,296,600595.SH,3.75,0,2837625.0,737.8825,buy,Alpha144突破
T297,297,000415.SZ,2.32,0,2837592.0,709.498,buy,Alpha144突破
T298,298,688278.SH,35.09,0,2838781.0,738.1831,buy,Alpha144突破
T299,299,601228.SH,3.38,0,2837510.0,737.8526,buy,Alpha144突破
T300,300,688617.SH,200.4,14200,2845680.0,3585.6568,sell,Alpha144卖出
T301,301,600595.SH,3.55,756700,2686285.0,3384.8191,sell,Alpha144卖出
T302,302,000415.SZ,2.19,1223100,2678589.0,3348.3362,sell,Alpha144卖出
T303,303,688278.SH,30.98,80900,2506282.0,3158.0153,sell,Alpha144卖出
T304,304,601228.SH,3.23,839500,2711585.0,3416.6971,sell,Alpha144卖出
T305,305,688322.SH,26.21,0,2683904.0,697.915,buy,Alpha144突破
T306,306,000737.SZ,5.22,0,2684124.0,671.131,buy,Alpha144突破
T307,307,300570.SZ,16.78,0,2684800.0,671.3,buy,Alpha144突破
T308,308,600602.SH,5.81,0,2684220.0,697.9972,buy,Alpha144突破
T309,309,688166.SH,20.26,0,2629748.0,683.8345,buy,Alpha144突破
T310,310,688322.SH,29.74,102400,3045376.0,3837.2738,sell,Alpha144卖出
T311,311,000737.SZ,5.75,514200,2956650.0,3695.9125,sell,Alpha144卖出
T312,312,300570.SZ,16.82,160000,2691200.0,3364.1,sell,Alpha144卖出
T313,313,600602.SH,6.81,462000,3146220.0,3964.3372,sell,Alpha144卖出
T314,314,600398.SH,4.4,0,51480.0,13.4848,buy,Alpha144突破
T315,315,600578.SH,3.37,0,51561.0,13.5059,buy,Alpha144突破
T316,316,000898.SZ,2.65,0,51675.0,13.0188,buy,Alpha144突破
T317,317,600808.SH,2.74,0,51512.0,13.4931,buy,Alpha144突破
T318,318,688166.SH,22.72,129800,2949056.0,3715.9106,sell,Alpha144卖出
T319,319,688213.SH,44.62,0,2967230.0,771.5798,buy,Alpha144突破
T320,320,600398.SH,5.45,11700,63765.0,80.4439,sell,Alpha144卖出
T321,321,600578.SH,3.47,15300,53091.0,66.9947,sell,Alpha144卖出
T322,322,000898.SZ,2.8,19500,54600.0,68.35,sell,Alpha144卖出
T323,323,600808.SH,2.9,18800,54520.0,68.7952,sell,Alpha144卖出
T324,324,688192.SH,39.28,0,2977424.0,774.2302,buy,Alpha144突破
T325,325,300100.SZ,8.11,0,2976370.0,744.1925,buy,Alpha144突破
T326,326,688278.SH,39.14,0,2978554.0,774.524,buy,Alpha144突破
T327,327,300757.SZ,52.76,0,2880696.0,720.274,buy,Alpha144突破
T328,328,688213.SH,49.16,66500,3269140.0,4119.2164,sell,Alpha144卖出
T329,329,688281.SH,298.13,0,2951487.0,767.4866,buy,Alpha144突破
T330,330,688192.SH,36.93,75800,2799294.0,3527.2104,sell,Alpha144卖出
T331,331,300100.SZ,7.64,367000,2803880.0,3504.95,sell,Alpha144卖出
T332,332,688278.SH,37.43,76100,2848423.0,3589.113,sell,Alpha144卖出
T333,333,300757.SZ,48.93,54600,2671578.0,3339.5725,sell,Alpha144卖出
T334,334,688281.SH,280.81,9900,2780019.0,3502.9239,sell,Alpha144卖出
T335,335,688281.SH,290.52,0,2847096.0,740.345,buy,Alpha144突破
T336,336,688568.SH,61.05,0,2851035.0,741.3691,buy,Alpha144突破
T337,337,688375.SH,98.41,0,2844049.0,739.5527,buy,Alpha144突破
T338,338,688278.SH,39.2,0,2849840.0,741.0584,buy,Alpha144突破
T339,339,300972.SZ,12.67,0,2853284.0,713.421,buy,Alpha144突破
T340,340,688281.SH,282.64,9800,2769872.0,3490.1387,sell,Alpha144卖出
T341,341,688568.SH,65.66,46700,3066322.0,3863.6657,sell,Alpha144卖出
T342,342,688375.SH,98.96,28900,2859944.0,3603.6294,sell,Alpha144卖出
T343,343,688278.SH,43.98,72700,3197346.0,4028.756,sell,Alpha144卖出
T344,344,300972.SZ,12.67,225200,2853284.0,3566.705,sell,Alpha144卖出
T345,345,688192.SH,51.81,0,5181.0,5.1518,buy,Alpha144突破
