code,date,direction,shares,price,commission,stamp_tax,pnl
002461.SZ,2022-04-13,sell,253000,8.032,508.02,2032.09,-34466.18
601228.SH,2022-04-13,sell,583800,3.457,504.48,2017.93,-18249.98
688318.SH,2022-04-14,buy,16100,125.926,506.85,0.0,0.0
603979.SH,2022-04-14,buy,93800,21.742,509.84,0.0,0.0
000737.SZ,2022-04-15,buy,288300,7.057,508.64,0.0,0.0
688220.SH,2022-04-15,buy,29600,68.568,507.41,0.0,0.0
603728.SH,2022-04-18,buy,135800,14.845,503.98,0.0,0.0
688318.SH,2022-04-20,sell,16100,120.11,483.44,1933.77,-96055.29
603979.SH,2022-04-20,sell,93800,22.398,525.22,2100.89,58893.55
000737.SZ,2022-04-20,sell,288300,7.093,511.22,2044.88,7779.45
688220.SH,2022-04-20,sell,29600,66.433,491.61,1966.43,-65654.04
603728.SH,2022-04-20,sell,135800,14.915,506.37,2025.47,7006.76
003021.SZ,2022-05-10,buy,65100,31.031,505.03,0.0,0.0
688248.SH,2022-05-10,buy,134000,15.085,505.35,0.0,0.0
688313.SH,2022-05-10,buy,203700,9.92,505.17,0.0,0.0
603728.SH,2022-05-11,buy,151000,13.493,509.38,0.0,0.0
688278.SH,2022-05-11,buy,76200,25.896,493.32,0.0,0.0
003021.SZ,2022-06-08,sell,65100,39.351,640.43,2561.72,538404.46
688248.SH,2022-06-08,sell,134000,22.497,753.67,3014.66,989494.61
688313.SH,2022-06-08,sell,203700,10.839,551.98,2207.93,184489.27
300548.SZ,2022-06-08,buy,1200,17.538,5.26,0.0,0.0
688266.SH,2022-06-08,buy,500,36.637,4.58,0.0,0.0
300140.SZ,2022-06-08,buy,2600,8.208,5.34,0.0,0.0
603728.SH,2022-06-09,sell,151000,14.625,552.11,2208.43,168153.34
688278.SH,2022-06-09,sell,76200,29.73,566.36,2265.44,289347.19
688331.SH,2022-06-09,buy,56400,43.523,613.68,0.0,0.0
688520.SH,2022-06-09,buy,46700,52.502,612.97,0.0,0.0
300140.SZ,2022-07-05,sell,2600,6.693,4.35,17.4,-3960.49
300718.SZ,2022-07-05,buy,141800,18.148,643.35,0.0,0.0
300548.SZ,2022-07-06,sell,1200,18.442,5.53,22.13,1057.16
688266.SH,2022-07-06,sell,500,36.643,4.58,18.32,-19.54
300487.SZ,2022-07-06,buy,40300,64.615,650.99,0.0,0.0
688331.SH,2022-07-07,sell,56400,52.977,746.98,2987.9,529441.96
688520.SH,2022-07-07,sell,46700,56.294,657.23,2628.91,173762.9
003031.SZ,2022-07-07,buy,25500,83.583,532.84,0.0,0.0
300395.SZ,2022-07-07,buy,41800,50.961,532.54,0.0,0.0
600578.SH,2022-07-07,buy,614400,3.473,533.52,0.0,0.0
300718.SZ,2022-08-02,sell,141800,19.93,706.52,2826.08,249143.65
688027.SH,2022-08-02,buy,11000,123.784,340.41,0.0,0.0
300487.SZ,2022-08-03,sell,40300,76.953,775.3,3101.2,493361.82
688234.SH,2022-08-03,buy,28200,98.398,693.71,0.0,0.0
003031.SZ,2022-08-04,sell,25500,103.696,661.06,2644.25,509568.53
300395.SZ,2022-08-04,sell,41800,51.618,539.41,2157.65,24783.1
600578.SH,2022-08-04,sell,614400,3.197,491.03,1964.11,-172441.19
688313.SH,2022-08-04,buy,246300,11.361,699.58,0.0,0.0
688266.SH,2022-08-05,buy,77300,37.407,722.9,0.0,0.0
300857.SZ,2022-08-10,buy,133700,21.381,714.67,0.0,0.0
688027.SH,2022-08-30,sell,11000,102.088,280.74,1122.97,-240058.06
688617.SH,2022-08-30,buy,7200,185.395,333.71,0.0,0.0
688234.SH,2022-08-31,sell,28200,94.945,669.36,2677.45,-100731.0
688266.SH,2022-08-31,sell,77300,30.27,584.96,2339.85,-554666.7
688313.SH,2022-08-31,sell,246300,10.559,650.2,2600.79,-200763.88
300857.SZ,2022-08-31,sell,133700,21.379,714.58,2858.32,-3941.91
688617.SH,2022-08-31,sell,7200,186.873,336.37,1345.49,8957.8
688617.SH,2022-09-05,buy,13000,198.799,646.1,0.0,0.0
600595.SH,2022-09-05,buy,691700,3.754,649.12,0.0,0.0
000415.SZ,2022-09-05,buy,1118100,2.322,649.15,0.0,0.0
688278.SH,2022-09-05,buy,73900,35.105,648.57,0.0,0.0
601228.SH,2022-09-05,buy,759600,3.383,642.5,0.0,0.0
688617.SH,2022-09-16,sell,13000,200.299,650.97,2603.89,16256.83
600595.SH,2022-09-16,sell,691700,3.546,613.27,2453.08,-146455.76
000415.SZ,2022-09-16,sell,1118100,2.188,611.55,2446.19,-153453.37
688278.SH,2022-09-16,sell,73900,30.969,572.15,2288.61,-308516.33
601228.SH,2022-09-16,sell,759600,3.227,612.76,2451.05,-122024.77
688322.SH,2022-10-12,buy,93500,26.226,613.04,0.0,0.0
000737.SZ,2022-10-12,buy,469400,5.225,613.18,0.0,0.0
300570.SZ,2022-10-12,buy,146100,16.787,613.14,0.0,0.0
600602.SH,2022-10-12,buy,421800,5.816,613.28,0.0,0.0
688166.SH,2022-10-18,buy,118100,20.27,598.48,0.0,0.0
688322.SH,2022-11-09,sell,93500,29.72,694.71,2778.84,323220.12
000737.SZ,2022-11-09,sell,469400,5.744,674.09,2696.35,240262.24
300570.SZ,2022-11-09,sell,146100,16.813,614.1,2456.4,786.53
600602.SH,2022-11-09,sell,421800,6.803,717.4,2869.59,412889.9
600398.SH,2022-11-09,buy,10200,4.404,11.23,0.0,0.0
600578.SH,2022-11-09,buy,13300,3.373,11.22,0.0,0.0
000898.SZ,2022-11-09,buy,17000,2.653,11.27,0.0,0.0
600808.SH,2022-11-09,buy,16400,2.743,11.25,0.0,0.0
688166.SH,2022-11-15,sell,118100,22.707,670.43,2681.73,284459.9
688213.SH,2022-11-15,buy,60600,44.645,676.37,0.0,0.0
600398.SH,2022-12-07,sell,10200,5.445,13.88,55.53,10540.11
600578.SH,2022-12-07,sell,13300,3.467,11.53,46.1,1181.4
000898.SZ,2022-12-07,sell,17000,2.797,11.89,47.55,2397.91
600808.SH,2022-12-07,sell,16400,2.897,11.88,47.51,2472.11
688192.SH,2022-12-07,buy,69100,39.299,678.89,0.0,0.0
300100.SZ,2022-12-07,buy,334500,8.118,678.88,0.0,0.0
688278.SH,2022-12-07,buy,69300,39.159,678.43,0.0,0.0
300757.SZ,2022-12-08,buy,49700,52.783,655.83,0.0,0.0
688213.SH,2022-12-13,sell,60600,49.131,744.33,2977.33,268143.27
002461.SZ,2022-12-13,buy,6200,8.088,12.54,0.0,0.0
688192.SH,2022-12-19,sell,69100,36.913,637.67,2550.69,-168075.48
300100.SZ,2022-12-19,sell,334500,7.632,638.26,2553.02,-165674.66
688278.SH,2022-12-19,sell,69300,37.413,648.17,2592.69,-124278.16
300757.SZ,2022-12-19,sell,49700,48.901,607.6,2430.38,-195957.47
002461.SZ,2022-12-19,sell,6200,8.062,12.5,49.98,-224.61
688281.SH,2022-12-27,buy,9000,290.66,653.99,0.0,0.0
688568.SH,2022-12-27,buy,43000,61.081,656.62,0.0,0.0
688375.SH,2022-12-27,buy,26700,98.458,657.21,0.0,0.0
688278.SH,2022-12-27,buy,67000,39.219,656.92,0.0,0.0
300972.SZ,2022-12-27,buy,206000,12.673,652.64,0.0,0.0
688281.SH,2023-02-01,sell,9000,282.497,635.62,2542.47,-76646.44
688568.SH,2023-02-01,sell,43000,65.624,705.46,2821.85,191834.16
688375.SH,2023-02-01,sell,26700,98.911,660.23,2640.92,8784.07
688278.SH,2023-02-01,sell,67000,43.956,736.26,2945.05,313685.63
300972.SZ,2023-02-01,sell,206000,12.667,652.37,2609.47,-4361.87
688192.SH,2023-02-01,buy,500,51.832,6.48,0.0,0.0
300100.SZ,2023-02-01,buy,3100,8.278,6.42,0.0,0.0
300620.SZ,2023-02-01,buy,500,43.273,5.41,0.0,0.0
300140.SZ,2023-02-01,buy,3400,7.487,6.36,0.0,0.0
688375.SH,2023-02-09,buy,26200,103.463,677.69,0.0,0.0
688192.SH,2023-03-01,sell,500,48.292,6.04,24.15,-1800.24
300100.SZ,2023-03-01,sell,3100,8.172,6.33,25.33,-361.66
300620.SZ,2023-03-01,sell,500,43.626,5.45,21.81,149.28
300140.SZ,2023-03-01,sell,3400,7.892,6.71,26.83,1342.17
603699.SH,2023-03-01,buy,230100,11.702,673.14,0.0,0.0
001309.SZ,2023-03-01,buy,42700,62.923,671.7,0.0,0.0
688295.SH,2023-03-01,buy,61200,43.964,672.65,0.0,0.0
688166.SH,2023-03-01,buy,107900,24.955,673.16,0.0,0.0
688375.SH,2023-03-09,sell,26200,100.1,655.65,2622.61,-91403.54
688192.SH,2023-03-09,buy,1800,48.198,21.69,0.0,0.0
603699.SH,2023-03-29,sell,230100,12.248,704.55,2818.2,122123.35
001309.SZ,2023-03-29,sell,42700,72.727,776.36,3105.45,414763.5
688295.SH,2023-03-29,sell,61200,38.861,594.57,2378.3,-315265.46
688166.SH,2023-03-29,sell,107900,22.647,610.91,2443.65,-252044.6
688322.SH,2023-03-29,buy,70500,36.496,643.25,0.0,0.0
300757.SZ,2023-03-29,buy,47200,54.504,643.15,0.0,0.0
603156.SH,2023-03-29,buy,115100,22.362,643.48,0.0,0.0
002153.SZ,2023-03-29,buy,111800,23.023,643.49,0.0,0.0
688192.SH,2023-04-07,sell,1800,50.45,22.7,90.81,3938.92
688192.SH,2023-04-13,buy,52800,50.611,668.06,0.0,0.0
688322.SH,2023-04-25,sell,70500,30.969,545.83,2183.31,-392415.07
300757.SZ,2023-04-25,sell,47200,55.085,650.0,2600.01,24145.35
603156.SH,2023-04-25,sell,115100,25.984,747.69,2990.76,413113.47
002153.SZ,2023-04-25,sell,111800,18.971,530.24,2120.96,-455663.68
688192.SH,2023-04-25,sell,52800,50.949,672.53,2690.11,14507.0
300475.SZ,2023-04-28,buy,124100,21.041,652.8,0.0,0.0
002265.SZ,2023-04-28,buy,194800,13.403,652.75,0.0,0.0
688192.SH,2023-04-28,buy,48700,53.604,652.62,0.0,0.0
600816.SH,2023-04-28,buy,684900,3.814,653.02,0.0,0.0
300475.SZ,2023-05-31,sell,124100,29.6,918.35,3673.41,1057623.58
002265.SZ,2023-05-31,sell,194800,13.317,648.52,2594.09,-20135.67
