date,Buy&Hold,G_ExtremeOnly,H_FlowReversal,I_PerfectStorm,J_OneCrash,K_NeverSell,L_RSI_Div
2026-05-15,9256649.856620193,7400758.5674497355,9164602.805975555,7147797.224785983,9254172.861663206,9254172.861663206,9881976.389842141
2026-05-18,9875407.89083358,7400758.5674497355,9777016.963535845,7625484.6318561565,9872745.268466331,9872745.268466331,10542514.138641044
2026-05-19,9836349.253436172,7400758.5674497355,9738358.778599957,7595330.972121003,9833698.34866014,9833698.34866014,10500818.188057654
2026-05-20,9837585.286265204,7400758.5674497355,9739582.138882738,7596285.201859457,9834934.010679323,9834934.010679323,10502137.680164723
2026-05-21,9290022.743004054,7400758.5674497355,9197633.533610648,7173561.427724246,9287535.736181153,9287535.736181153,9917602.676733013
2026-05-22,9607930.38663107,7400758.5674497355,9512281.798341984,7418989.316454668,9605348.00751508,9605348.00751508,10256976.046671243
2026-05-25,9542915.05982399,7400758.5674497355,9447933.04746769,7368796.832211975,9540352.18530604,9540352.18530604,10187570.761839395
2026-05-26,8996588.549391873,7400758.5674497355,8907207.80247838,6947027.287815219,8994189.572827054,8994189.572827054,9604355.250514757
2026-05-27,9050232.374171859,7400758.5674497355,8960301.638751088,6988440.858464131,9047817.304459607,9047817.304459607,9661621.207961567
2026-05-28,9160239.2959557,7400758.5674497355,9069180.703918617,7073367.305186555,9157791.224166915,9157791.224166915,9779056.005490735
2026-05-29,9957727.677247109,7400758.5674497355,9858492.758369075,7689036.332437206,9955040.358943934,9955040.358943934,10630392.31297186
2026-06-01,9185701.572233759,7400758.5674497355,9094381.92574391,7093024.4377987115,9183245.861762088,9183245.861762088,9806237.542896362
2026-06-02,10104321.170770297,7400758.5674497355,10003583.287906932,7802207.9794178745,10101589.874419065,10101589.874419065,10786884.076870283
2026-06-03,11000444.971818453,7400758.5674497355,10890519.492923332,8494024.539797172,10997444.838326907,10997444.838326907,11743515.85449554
2026-06-04,11269900.128547415,7581985.264464694,11157212.034569643,8702046.622780187,11266819.15850885,11266819.15850885,12031165.133836651
2026-06-05,10918372.391970731,7345559.243221326,10809288.370146658,8430663.685163813,10915396.88025314,10915396.88025314,11655901.578586137
2026-06-08,10884505.092455257,7322781.208825868,10775768.298398452,8404517.790330168,10881539.74092752,10881539.74092752,11619747.494852439
2026-06-09,11972955.60170078,8054837.306951431,11853059.363415616,9244812.498012938,11969663.715020271,11969663.715020271,12781692.244337682
2026-06-10,11190794.02748937,7528781.096533697,11078916.976471644,8640975.919519119,11187736.789281122,11187736.789281122,11946717.638984215
2026-06-11,10939137.743498467,7359525.337303213,10829840.822897384,8446694.744769843,10936156.002175417,10936156.002175417,11678069.045984901
2026-06-12,10790566.59744883,7259601.259407809,10682792.916907078,8331996.330207648,10787629.427469594,10787629.427469594,11519466.094715169
2026-06-15,11131711.658261644,7489044.233610234,11020440.3549547,8595363.738021009,11128672.144764164,11128672.144764164,11883645.916266302
2026-06-16,11472856.71907446,7718487.207812659,11358087.793002324,8858731.145834368,11469714.862058736,11469714.862058736,12247825.737817435
2026-06-17,11383862.35538416,7658632.518890287,11270005.852642074,8790026.604665665,11380747.196677543,11380747.196677543,12152822.306108443
2026-06-18,11657025.610600218,7842353.161277011,11540368.47513673,9000911.376864044,11653828.502917038,11653828.502917038,12444430.061770763
2026-06-22,12822851.774943145,8626449.586160082,12694241.893856,9900940.866174048,12819304.91941066,12819304.91941066,13688975.017158547
2026-06-23,14105112.231780877,9488855.895716589,13963355.851213263,10890858.796846438,14101180.698111342,14101180.698111342,15057816.12903226
2026-06-24,14337980.816770494,9645475.66506346,14193836.928489247,11070635.67957121,14333979.422525462,14333979.422525462,15306408.44200412
2026-06-25,14214377.5338673,9562344.152671278,14071500.900211124,10975212.70572579,14210413.22060714,14210413.22060714,15174459.231297188
2026-06-26,13423316.523286859,9027594.04868757,13284564.611429825,10361396.792627215,13415563.741471373,13415563.741471373,14325685.377487991
