date,S1_MA_Cross,S2_Bollinger,S3_Vol_Break,S4_TrendTrail,S5_MACD,S6_Composite,S7_FundFlow,Buy_Hold
2026-04-16,2891978.449342438,1084100.9611674796,8175672.636515601,4585531.980794793,5426658.577103952,4136746.517982251,2557960.634002247,9631488.160577074
2026-04-17,2872102.871082548,1084100.9611674796,8117682.516484026,4552726.153149612,5387835.158858189,4107580.819126576,2557960.634002247,9562751.555067692
2026-04-20,3016521.9967656285,1084100.9611674796,8539047.989413075,4552726.153149612,5387835.158858189,4319503.444652032,2557960.634002247,10062202.707647273
2026-04-21,2990676.1877736803,1084100.9611674796,8463638.78389673,4552726.153149612,5387835.158858189,4281576.946520317,2557960.634002247,9972818.984893627
2026-04-22,3220567.8572283797,1084100.9611674796,9134383.822436849,4552726.153149612,5386299.625837915,4618923.166744512,2557960.634002247,10767863.676755005
2026-04-23,3016673.141847453,1084100.9611674796,8539488.978919018,4552726.153149612,5049782.13109035,4319725.237038767,2557960.634002247,10062725.419476243
2026-04-24,2889257.8378696013,1084100.9611674796,8167734.825408618,4552726.153149612,5049782.13109035,4132754.2550210184,2557960.634002247,9622079.347655637
2026-04-27,2959842.591081531,1084100.9611674796,8373676.924684249,4552726.153149612,5049782.13109035,4236331.299626343,2557960.634002247,9866185.771784015
2026-04-28,2929538.002175767,1084100.9611674796,8285258.5287425695,4552726.153149612,5049782.13109035,4191861.926085941,2557960.634002247,9761382.050075794
2026-04-29,2907092.957524864,1084100.9611674796,8219771.587109954,4552726.153149612,5049782.13109035,4158925.756655768,2557960.634002247,9683759.343473943
2026-04-30,2780689.0408620397,1084100.9611674796,7853309.307670875,4552726.153149612,5049782.13109035,3974616.2832788415,2557960.634002247,9249385.813600961
2026-05-06,2780689.0408620397,1084100.9611674796,8010963.056045691,4552726.153149612,5049782.13109035,4053907.061536665,2557960.634002247,9436255.292457268
2026-05-07,2780689.0408620397,1084100.9611674796,8631655.785661217,4552726.153149612,5049782.13109035,4366079.8458664175,2557960.634002247,10171972.191730699
2026-05-08,2780689.0408620397,1084100.9611674796,8808713.072297547,4552726.153149612,5049782.13109035,4455129.489140589,2557960.634002247,10381840.991061628
2026-05-11,2779896.5444853944,1084100.9611674796,8876625.456212852,4552726.153149612,5049782.13109035,4489285.516697804,2557960.634002247,10462338.612722807
2026-05-12,2853453.5686185197,1084100.9611674796,9122477.105776373,4552726.153149612,5049782.13109035,4612934.772302662,2557231.6152215567,10753750.45737285
2026-05-13,2823766.8772643437,1084100.9611674796,9023254.466939077,4552726.153149612,5049782.13109035,4563031.485287248,2530662.808713399,10636140.295854894
2026-05-14,2808857.561162024,1084100.9611674796,8973422.652767457,4552726.153149612,5049782.13109035,4537968.945586175,2517319.36366708,10577073.859181434
2026-05-15,2609297.0248367274,1084100.9611674796,8306426.025027859,4552726.153149612,5049782.13109035,4202507.96064923,2338054.696166889,9786472.21786629
2026-05-18,2774420.9991911794,1084100.9611674796,8858324.391716195,4552726.153149612,5049782.13109035,4480081.132648296,2338054.696166889,10440646.071820606
2026-05-19,2763997.672004602,1084100.9611674796,8823486.220746655,4552726.153149612,5049782.13109035,4462559.534096217,2338054.696166889,10399351.83733208
2026-05-20,2764327.5241307593,1084100.9611674796,8824588.694511514,4552726.153149612,5049782.13109035,4463114.015063055,2338054.696166889,10400658.6169045
2026-05-21,2618203.032242981,1084100.9611674796,8336192.816679048,4552726.153149612,5049782.13109035,4217478.946753854,2338054.696166889,9821755.266321676
2026-05-22,2703040.9990906934,1084100.9611674796,8619749.069000743,4552726.153149612,5049782.13109035,4360091.451424568,2337388.3505784813,10157858.972348545
2026-05-25,2685690.7772548078,1084100.9611674796,8561758.948969167,4552726.153149612,5049782.13109035,4330925.752568892,2321701.041907272,10089122.366839161
2026-05-26,2539175.8789875517,1084100.9611674796,8074465.544901559,4552726.153149612,5049782.13109035,4085845.16522653,2321701.041907272,9511525.79582876
2026-05-27,2539175.8789875517,1084100.9611674796,8122312.906296433,4552726.153149612,5049782.13109035,4109909.639187296,2321701.041907272,9568240.029271862
2026-05-28,2539175.8789875517,1084100.9611674796,8220433.07136887,4552726.153149612,5049782.13109035,4159258.4452358712,2321701.041907272,9684543.411217395
2026-05-29,2539175.8789875517,1084100.9611674796,8931749.144455794,4552726.153149612,5049782.13109035,4517009.565039701,2321701.041907272,10527677.591343893
2026-06-01,2539175.8789875517,1084100.9611674796,8243144.030924962,4552726.153149612,5049782.13109035,4170680.7531527323,2321701.041907272,9711463.070409283
2026-06-02,2539175.8789875517,1084100.9611674796,9062502.532968052,4552726.153149612,5049782.13109035,4582771.007706679,2321039.3571103285,10682661.648633108
2026-06-03,2538452.21386204,1084100.9611674796,9861796.012490712,4551428.626195964,5048342.94318299,4984769.708664176,2516590.5474924603,11630076.838638859
2026-06-04,2597521.582335597,1084100.9611674796,10102135.29322994,4657339.6270545665,5165817.059049077,5105646.559434843,2575390.7674970184,11914954.785426794
2026-06-05,2520460.442914131,1084100.9611674796,9788591.754504085,4519169.495659216,5012561.836332035,4947952.172466137,2498680.755711255,11543306.675030056
2026-06-08,2513036.1277940604,1084100.9611674796,9758383.973346952,4505857.746010016,4997796.741035105,4932759.393974778,2491290.26934371,11507500.914745701
2026-06-09,2751643.8611785285,1084100.9611674796,10729222.370681647,4933679.889845269,5472327.504483162,5421035.333372256,2728810.7910685446,12658251.00622027
2026-06-10,2580180.1163617084,1084100.9611674796,10031576.972278973,4626246.489187822,5131329.245216832,5070159.777557216,2558128.317587423,11831320.892791804
2026-06-11,2525012.5777322766,1084100.9611674796,9807113.313753713,4527331.444349237,5021614.887462999,4957267.4527090145,2503212.148812524,11565260.57184674
2026-06-12,2492443.1369500677,1084100.9611674796,9674595.96721768,4468934.644793255,4956842.462109312,4890618.840495096,2470084.6982586714,11408185.66724165
2026-06-15,2567228.208962461,1084100.9611674796,9978878.72631872,4603023.801843596,5105571.159260873,5043655.587342364,2470084.6982586714,11768856.829230046
2026-06-16,2642013.280974854,1084100.9611674796,10283161.485419761,4735760.115898565,5254299.856412434,5196692.334189631,2470084.6982586714,12129527.99121844
2026-06-17,2622504.13175423,1084100.9611674796,10203783.374349924,4735760.115898565,5215501.065851157,5156769.7045773,2470084.6982586714,12035439.862004077
2026-06-18,2682386.3814453124,1084100.9611674796,10447430.076383729,4735760.115898565,5334591.797990631,5279309.998248482,2469380.724119668,12324238.147509279
2026-06-22,2937956.23623549,1084100.9611674796,11487283.331398588,4735760.115898565,5842855.954343355,5802296.446170014,2703993.2471415945,13556792.64021745
2026-06-23,3219050.5612559845,1084100.9611674796,12630989.61506315,4734410.424265535,6401881.861680416,6377515.001167679,2962037.17354421,14912445.768647745
2026-06-24,3270099.501716618,1084100.9611674796,12838695.672362555,4808663.996388625,6503405.36364909,6481979.215319944,3008899.980305587,15158643.040091997
2026-06-25,3243003.4611324174,1084100.9611674796,12728448.29587667,4769251.272331783,6449518.154536206,6426531.118636151,2984025.879052202,15027965.082849825
2026-06-26,3068706.0123913023,1084100.9611674796,12019273.226841101,4515725.771818222,6102884.370940849,6069856.800869921,2824021.2328117033,14191626.156499922
