date,version,slip,failure,bars,orders,turnover,initial_equity,final_equity,account_gross,hold_gross,excess_gross,final_position,position_gap,short_unclosed,long_unclosed,mom_unclosed,state,cycles,strategy_reported_gross,max_drawdown
20260702,v39,0.01,,241,4,190328.0,196002.0,194478.0,-1524.0,-3127.9999999999973,1604.0,200,0,0,0,0,IDLE,2,1607.9999999999984,0.03314878547558486
20260703,v51,0.0,,241,4,185795.0,192000.0,195629.0,3629.0,3015.999999999997,613.0,200,0,0,0,0,DONE,2,612.9999999999939,0.018562161130010524
20260703,v51,0.01,,241,4,185793.0,192000.0,195627.0,3627.0,3015.999999999997,611.0,200,0,0,0,0,DONE,2,610.9999999999957,0.018562347679706548
20260703,v39,0.0,,241,4,186781.0,192000.0,196709.0,4709.0,3015.999999999997,1693.0,200,0,0,0,0,IDLE,2,1692.999999999995,0.018461969043466087
20260703,v39,0.01,,241,4,186781.0,192000.0,196705.0,4705.0,3015.999999999997,1689.0,200,0,0,0,0,IDLE,2,1692.999999999995,0.018462338129676237
20260706,v51,0.0,,241,3,142679.0,197800.0,183705.0,-14095.0,-9412.0,-4683.0,300,100,0,100,0,BT_DIPPING,1,-987.9999999999995,0.09009605662285136
20260706,v51,0.01,,241,3,142680.0,197800.0,183702.0,-14098.0,-9412.0,-4686.0,300,100,0,100,0,BT_DIPPING,1,-989.9999999999977,0.09011122345803846
20260706,v39,0.0,,241,5,232676.0,197800.0,185314.0,-12486.0,-9412.0,-3074.0,300,100,0,100,0,BT_DIPPING,2,-987.9999999999995,0.07568250758341755
20260706,v39,0.01,,241,5,232676.0,197800.0,185310.0,-12490.0,-9412.0,-3078.0,300,100,0,100,0,BT_DIPPING,2,-987.9999999999995,0.07570273003033368
20260707,v51,0.0,,241,4,175653.0,187000.0,186925.0,-75.0,-1167.999999999995,1093.0,200,0,0,0,0,DONE,2,1093.0000000000007,0.02014351859218122
20260707,v51,0.01,,241,4,175651.0,187000.0,186923.0,-77.0,-1167.999999999995,1091.0,200,0,0,0,0,DONE,2,1090.9999999999968,0.020148929173782526
20260707,v39,0.0,,241,4,175653.0,187000.0,186925.0,-75.0,-1167.999999999995,1093.0,200,0,0,0,0,BT_DIPPING,2,1093.0000000000007,0.02014351859218122
20260707,v39,0.01,,241,4,175651.0,187000.0,186923.0,-77.0,-1167.999999999995,1091.0,200,0,0,0,0,BT_DIPPING,2,1093.0000000000007,0.020148929173782526
20260708,v51,0.0,,241,3,128077.0,186862.0,179643.0,-7219.0,-4862.0,-2357.0,300,100,0,100,0,BT_DIPPING,1,-690.9999999999968,0.04181160428551556
20260708,v51,0.01,,241,3,128078.0,186862.0,179640.0,-7222.0,-4862.0,-2360.0,300,100,0,100,0,BT_DIPPING,1,-693.0000000000007,0.041827658914064925
20260708,v39,0.0,,241,5,210390.0,186862.0,179956.0,-6906.0,-4862.0,-2044.0,300,100,0,100,0,BT_DIPPING,2,-690.9999999999968,0.04181160428551556
20260708,v39,0.01,,241,5,210390.0,186862.0,179952.0,-6910.0,-4862.0,-2048.0,300,100,0,100,0,BT_DIPPING,2,-690.9999999999968,0.041827658914064925
20260709,v51,0.0,,241,4,165748.0,183760.0,189408.0,5648.0,4491.999999999996,1156.0,200,0,0,0,0,IDLE,2,1156.000000000006,0.018547190853084206
20260709,v51,0.01,,241,4,165746.0,183760.0,189406.0,5646.0,4491.999999999996,1154.0,200,0,0,0,0,IDLE,2,1154.000000000002,0.01855801816823477
20260709,v39,0.0,,241,5,206693.0,183760.0,192081.0,8321.0,4491.999999999996,3829.0,300,100,0,100,0,BT_SPIKING,2,1142.0000000000016,0.026045106594917655
20260709,v39,0.01,,241,5,206692.0,183760.0,192078.0,8318.0,4491.999999999996,3826.0,300,100,0,100,0,BT_SPIKING,2,1142.0000000000016,0.026061347567643667
20260710,v51,0.0,,241,4,178998.0,188252.0,184068.0,-4184.0,-5246.000000000004,1062.0,200,0,0,0,0,DONE,2,1061.9999999999948,0.035869929601072714
20260710,v51,0.01,,241,4,178996.0,188252.0,184066.0,-4186.0,-5246.000000000004,1060.0,200,0,0,0,0,DONE,2,1059.9999999999966,0.0358703053794982
20260710,v39,0.0,,241,4,178998.0,188252.0,184068.0,-4184.0,-5246.000000000004,1062.0,200,0,0,0,0,BT_DIPPING,2,1061.9999999999948,0.035869929601072714
20260710,v39,0.01,,241,4,178996.0,188252.0,184066.0,-4186.0,-5246.000000000004,1060.0,200,0,0,0,0,BT_DIPPING,2,1061.9999999999948,0.0358703053794982
20260713,v51,0.0,,241,4,160949.0,181120.0,176361.0,-4759.0,-4746.000000000004,-13.0,200,0,0,0,0,IDLE,2,-12.999999999999545,0.039380022962112515
20260713,v51,0.01,,241,4,160949.0,181120.0,176357.0,-4763.0,-4746.000000000004,-17.0,200,0,0,0,0,IDLE,2,-16.999999999995907,0.03939663985916497
20260713,v39,0.0,,241,4,160949.0,181120.0,176361.0,-4759.0,-4746.000000000004,-13.0,200,0,0,0,0,BT_DIPPING,2,-12.999999999999545,0.039380022962112515
20260713,v39,0.01,,241,4,160949.0,181120.0,176357.0,-4763.0,-4746.000000000004,-17.0,200,0,0,0,0,BT_DIPPING,2,-12.999999999999545,0.03939663985916497
20260714,v51,0.0,,241,3,153404.0,176372.0,180048.0,3676.0,3663.9999999999986,12.0,200,0,0,0,0,DONE,1,11.99999999999477,0.01688777582239065
20260714,v51,0.01,,241,3,153402.0,176372.0,180046.0,3674.0,3663.9999999999986,10.0,200,0,0,0,0,DONE,1,9.99999999999659,0.01689905690176441
20260714,v39,0.0,,241,4,152678.0,176372.0,180774.0,4402.0,3663.9999999999986,738.0,200,0,0,0,0,IDLE,2,737.9999999999995,0.011902683032621098
20260714,v39,0.01,,241,4,152677.0,176372.0,180771.0,4399.0,3663.9999999999986,735.0,200,0,0,0,0,IDLE,2,737.9999999999995,0.011908450267855586
20260715,v51,0.0,,241,2,85133.0,188040.0,185047.0,-2993.0,-2950.0,-43.0,400,200,0,200,0,BT_BOUGHT,0,0.0,0.024186343331206173
20260715,v51,0.01,,241,2,85135.0,188040.0,185045.0,-2995.0,-2950.0,-45.0,400,200,0,200,0,BT_BOUGHT,0,0.0,0.02419166134864925
20260715,v39,0.0,,241,2,85133.0,188040.0,185047.0,-2993.0,-2950.0,-43.0,400,200,0,200,0,BT_BOUGHT,0,0.0,0.024186343331206173
20260715,v39,0.01,,241,2,85135.0,188040.0,185045.0,-2995.0,-2950.0,-45.0,400,200,0,200,0,BT_BOUGHT,0,0.0,0.02419166134864925
20260716,v51,0.0,,241,4,158544.0,178240.0,181332.0,3092.0,2108.000000000004,984.0,200,0,0,0,0,DONE,2,984.0000000000089,0.01657011695267241
20260716,v51,0.01,,241,4,158544.0,178240.0,181328.0,3088.0,2108.000000000004,980.0,200,0,0,0,0,DONE,2,979.9999999999955,0.016575853795832263
20260716,v39,0.0,,241,4,158831.0,178240.0,180009.0,1769.0,2108.000000000004,-339.0,200,0,0,0,0,IDLE,2,190.0000000000034,0.008256327731417712
20260716,v39,0.01,,241,4,158829.0,178240.0,180007.0,1767.0,2108.000000000004,-341.0,200,0,0,0,0,IDLE,2,190.0000000000034,0.0082564190478297
20260717,v51,0.0,,241,4,149429.0,177000.0,171011.0,-5989.0,-4686.000000000002,-1303.0,200,0,0,0,0,IDLE,2,-1302.9999999999973,0.03547095318668925
20260717,v51,0.01,,241,4,149429.0,177000.0,171007.0,-5993.0,-4686.000000000002,-1307.0,200,0,0,0,0,IDLE,2,-1306.9999999999993,0.035493513818386946
20260717,v39,0.0,,241,4,149429.0,177000.0,171011.0,-5989.0,-4686.000000000002,-1303.0,200,0,0,0,0,BT_DIPPING,2,-1302.9999999999973,0.03547095318668925
20260717,v39,0.01,,241,4,149429.0,177000.0,171007.0,-5993.0,-4686.000000000002,-1307.0,200,0,0,0,0,BT_DIPPING,2,-1302.9999999999973,0.035493513818386946
20260720,v51,0.0,,241,4,144890.0,174140.0,177414.0,3274.0,2260.0000000000023,1014.0,200,0,0,0,0,DONE,2,1013.9999999999986,0.042959682088235085
20260720,v51,0.01,,241,4,144890.0,174140.0,177410.0,3270.0,2260.0000000000023,1010.0,200,0,0,0,0,DONE,2,1010.0000000000023,0.042966027384940486
20260720,v39,0.0,,241,5,181828.0,174140.0,180052.0,5912.0,2260.0000000000023,3652.0,300,100,0,0,0,IDLE,2,1420.999999999998,0.05257129207901978
20260720,v39,0.01,,241,5,181828.0,174140.0,180048.0,5908.0,2260.0000000000023,3648.0,300,100,0,0,0,IDLE,2,1420.999999999998,0.052572433673718666
20260721,v51,0.0,,241,4,148431.0,175852.0,181315.0,5463.0,5424.000000000001,39.0,200,0,0,0,0,DONE,2,38.999999999998636,0.05898710279098329
20260721,v51,0.01,,241,4,148431.0,175852.0,181311.0,5459.0,5424.000000000001,35.0,200,0,0,0,0,DONE,2,34.99999999999659,0.05900416259126995
20260721,v39,0.0,,241,5,185976.0,175852.0,178222.0,2370.0,5424.000000000001,-3054.0,300,100,0,100,0,BT_SPIKING,2,-562.9999999999995,0.05898710279098329
20260721,v39,0.01,,241,5,185976.0,175852.0,178218.0,2366.0,5424.000000000001,-3058.0,300,100,0,100,0,BT_SPIKING,2,-562.9999999999995,0.05900416259126995
20260722,v51,0.0,,241,3,116480.0,177440.0,171315.0,-6125.0,-4229.999999999995,-1895.0,300,100,0,100,0,BT_DIPPING,1,300.0,0.04334059306416482
20260722,v51,0.01,,241,3,116480.0,177440.0,171313.0,-6127.0,-4229.999999999995,-1897.0,300,100,0,100,0,BT_DIPPING,1,299.0000000000009,0.043341077132709405
20260722,v39,0.0,,241,3,155775.0,177440.0,173785.0,-3655.0,-4229.999999999995,575.0,200,0,0,0,0,BT_DIPPING,1,575.0,0.029563032249057652
20260722,v39,0.01,,241,3,155773.0,177440.0,173783.0,-3657.0,-4229.999999999995,573.0,200,0,0,0,0,BT_DIPPING,1,575.0,0.02956336242761337
20260723,v51,0.0,,241,4,143615.0,173360.0,172327.0,-1033.0,-2136.0000000000014,1103.0,200,0,0,0,0,DONE,2,1103.0000000000086,0.026806004998498167
20260723,v51,0.01,,241,4,143615.0,173360.0,172323.0,-1037.0,-2136.0000000000014,1099.0,200,0,0,0,0,DONE,2,1099.000000000001,0.026806612675617347
20260723,v39,0.0,,241,4,143615.0,173360.0,172327.0,-1033.0,-2136.0000000000014,1103.0,200,0,0,0,0,BT_DIPPING,2,1103.0000000000086,0.026806004998498167
20260723,v39,0.01,,241,4,143615.0,173360.0,172323.0,-1037.0,-2136.0000000000014,1099.0,200,0,0,0,0,BT_DIPPING,2,1103.0000000000086,0.026806612675617347
20260724,v51,0.0,,241,3,103356.0,169200.0,165381.0,-3819.0,-2870.0000000000045,-949.0,300,100,0,100,0,BT_DIPPING,1,220.99999999999795,0.029554183651829713
20260724,v51,0.01,,241,3,103356.0,169200.0,165379.0,-3821.0,-2870.0000000000045,-951.0,300,100,0,100,0,BT_DIPPING,1,219.99999999999886,0.029560248593561322
20260724,v39,0.0,,241,4,138854.0,169200.0,166784.0,-2416.0,-2870.0000000000045,454.0,200,0,0,0,0,BT_DIPPING,2,220.99999999999795,0.02058262487341922
20260724,v39,0.01,,241,4,138852.0,169200.0,166782.0,-2418.0,-2870.0000000000045,452.0,200,0,0,0,0,BT_DIPPING,2,220.99999999999795,0.020582867235796276
20260727,v51,0.0,,241,4,129449.0,165200.0,167799.0,2599.0,1977.9999999999973,621.0,200,0,0,0,0,DONE,2,620.999999999998,0.020187729237134522
20260727,v51,0.01,,241,4,129449.0,165200.0,167795.0,2595.0,1977.9999999999973,617.0,200,0,0,0,0,DONE,2,617.0000000000016,0.020188209277302582
20260727,v39,0.0,,241,4,129449.0,165200.0,167799.0,2599.0,1977.9999999999973,621.0,200,0,0,0,0,IDLE,2,620.999999999998,0.020187729237134522
20260727,v39,0.01,,241,4,129449.0,165200.0,167795.0,2595.0,1977.9999999999973,617.0,200,0,0,0,0,IDLE,2,620.999999999998,0.020188209277302582
20260728,v51,0.0,,241,4,127904.0,164840.0,160254.0,-4586.0,-4379.999999999995,-206.0,200,0,0,0,0,IDLE,2,-205.99999999999454,0.03507366975957227
20260728,v51,0.01,,241,4,127903.0,164840.0,160251.0,-4589.0,-4379.999999999995,-209.0,200,0,0,0,0,IDLE,2,-208.9999999999975,0.03508592348173745
20260728,v39,0.0,,241,5,158251.0,164840.0,159791.0,-5049.0,-4379.999999999995,-669.0,300,100,0,100,0,BT_DIPPING,2,-565.9999999999968,0.03786149964775798
20260728,v39,0.01,,241,5,158251.0,164840.0,159787.0,-5053.0,-4379.999999999995,-673.0,300,100,0,100,0,BT_DIPPING,2,-565.9999999999968,0.03787979142330711
20260729,v51,0.0,,241,4,116350.0,160000.0,156290.0,-3710.0,-3660.0000000000023,-50.0,200,0,0,0,0,DONE,2,-50.0,0.03548234001099071
20260729,v51,0.01,,241,4,116350.0,160000.0,156286.0,-3714.0,-3660.0000000000023,-54.0,200,0,0,0,0,DONE,2,-53.99999999999636,0.03549527270910613
20260729,v39,0.0,,241,4,116350.0,160000.0,156290.0,-3710.0,-3660.0000000000023,-50.0,200,0,0,0,0,BT_DIPPING,2,-50.0,0.03548234001099071
20260729,v39,0.01,,241,4,116350.0,160000.0,156286.0,-3714.0,-3660.0000000000023,-54.0,200,0,0,0,0,BT_DIPPING,2,-50.0,0.03549527270910613
20260730,v51,0.0,,241,4,111120.0,156340.0,155612.0,-728.0,-3807.9999999999927,3080.0,200,0,0,0,0,DONE,2,3079.9999999999955,0.016457142857142837
20260730,v51,0.01,,241,4,111118.0,156340.0,155610.0,-730.0,-3807.9999999999927,3078.0,200,0,0,0,0,DONE,2,3077.9999999999973,0.0164698412698413
20260730,v39,0.0,,241,4,111270.0,156340.0,155762.0,-578.0,-3807.9999999999927,3230.0,200,0,0,0,0,BT_DIPPING,2,795.999999999998,0.015823447645524347
20260730,v39,0.01,,241,4,111268.0,156340.0,155760.0,-580.0,-3807.9999999999927,3228.0,200,0,0,0,0,BT_DIPPING,2,795.999999999998,0.01582364851569984
20260731,v51,0.0,,241,4,112911.0,157000.0,154967.0,-2033.0,-2700.0,667.0,200,0,0,0,0,DONE,2,666.9999999999959,0.02147529804000803
20260731,v51,0.01,,241,4,112911.0,157000.0,154963.0,-2037.0,-2700.0,663.0,200,0,0,0,0,DONE,2,662.9999999999995,0.021482019385596574
20260731,v39,0.0,,241,4,112911.0,157000.0,154967.0,-2033.0,-2700.0,667.0,200,0,0,0,0,BT_DIPPING,2,666.9999999999959,0.02147529804000803
20260731,v39,0.01,,241,4,112911.0,157000.0,154963.0,-2037.0,-2700.0,663.0,200,0,0,0,0,BT_DIPPING,2,666.9999999999959,0.021482019385596574
20260803,v51,0.0,,241,4,108099.0,154162.0,153525.0,-637.0,-1701.9999999999982,1065.0,200,0,0,0,0,DONE,2,1064.9999999999977,0.01690108236383636
20260803,v51,0.01,,241,4,108098.0,154162.0,153522.0,-640.0,-1701.9999999999982,1062.0,200,0,0,0,0,DONE,2,1062.0000000000005,0.0169140534561264
20260803,v39,0.0,,241,4,107738.0,154162.0,152374.0,-1788.0,-1701.9999999999982,-86.0,200,0,0,0,0,BT_DIPPING,2,-86.00000000000136,0.024303344845105546
20260803,v39,0.01,,241,4,107738.0,154162.0,152370.0,-1792.0,-1701.9999999999982,-90.0,200,0,0,0,0,BT_DIPPING,2,-86.00000000000136,0.024322794741851617
20260804,v51,0.0,,241,4,109975.0,153400.0,155717.0,2317.0,3400.0,-1083.0,200,0,0,0,0,DONE,2,-1083.000000000004,0.0026075619295958807
20260804,v51,0.01,,241,4,109973.0,153400.0,155715.0,2315.0,3400.0,-1085.0,200,0,0,0,0,DONE,2,-1085.0000000000023,0.0026075619295958807
20260804,v39,0.0,,241,4,109827.0,153400.0,157427.0,4027.0,3400.0,627.0,200,0,100,0,0,SOLD,1,0.0,0.010031617911675506
20260804,v39,0.01,,241,4,109826.0,153400.0,157424.0,4024.0,3400.0,624.0,200,0,100,0,0,SOLD,1,0.0,0.010044470721299659
20260805,v51,0.0,,241,4,118878.0,154000.0,156398.0,2398.0,8479.999999999996,-6082.0,200,0,0,0,0,FORCED,2,-6081.999999999994,0.0012899106002554062
20260805,v51,0.01,,241,4,118876.0,154000.0,156396.0,2396.0,8479.999999999996,-6084.0,200,0,0,0,0,FORCED,2,-6083.999999999992,0.0013026819923371846
20260805,v39,0.0,,241,3,87638.0,154000.0,156398.0,2398.0,8479.999999999996,-6082.0,100,-100,100,0,0,SOLD,1,0.0,0.0012899106002554062
20260805,v39,0.01,,241,3,87636.0,154000.0,156396.0,2396.0,8479.999999999996,-6084.0,100,-100,100,0,0,SOLD,1,0.0,0.0013026819923371846
20260806,v51,0.0,,241,4,129290.0,162112.0,163732.0,1620.0,3537.9999999999995,-1918.0,200,0,0,0,0,FORCED,2,-1917.999999999995,0.004454615544650209
20260806,v51,0.01,,241,4,129288.0,162112.0,163730.0,1618.0,3537.9999999999995,-1920.0,200,0,0,0,0,FORCED,2,-1919.9999999999932,0.00446073452204665
20260806,v39,0.0,,241,3,95802.0,162112.0,163023.0,911.0,3537.9999999999995,-2627.0,100,-100,100,0,0,SOLD,1,0.0,0.0026066843709079413
20260806,v39,0.01,,241,3,95800.0,162112.0,163021.0,909.0,3537.9999999999995,-2629.0,100,-100,100,0,0,SOLD,1,0.0,0.002618922325700934
20260807,v51,0.0,,241,4,132666.0,165608.0,168618.0,3010.0,2129.9999999999955,880.0,200,0,0,0,0,IDLE,2,880.0000000000011,0.018719523630907675
20260807,v51,0.01,,241,4,132666.0,165608.0,168614.0,3006.0,2129.9999999999955,876.0,200,0,0,0,0,IDLE,2,876.0000000000048,0.018725713716365555
20260807,v39,0.0,,241,4,132423.0,165608.0,168375.0,2767.0,2129.9999999999955,637.0,200,0,0,0,0,IDLE,2,637.0000000000005,0.013616920853122494
20260807,v39,0.01,,241,4,132422.0,165608.0,168372.0,2764.0,2129.9999999999955,634.0,200,0,0,0,0,IDLE,2,637.0000000000005,0.013617161871946726
20260810,v51,0.0,,241,3,103565.0,169000.0,168802.0,-198.0,-382.000000000005,184.0,300,100,0,100,0,BT_BOUGHT,1,475.9999999999991,0.03431653917790245
20260810,v51,0.01,,241,3,103565.0,169000.0,168800.0,-200.0,-382.000000000005,182.0,300,100,0,100,0,BT_BOUGHT,1,475.0,0.03431694117095796
20260810,v39,0.0,,241,4,137948.0,169000.0,168162.0,-838.0,-382.000000000005,-456.0,200,0,0,0,0,IDLE,2,-575.0,0.028201094230633772
20260810,v39,0.01,,241,4,137947.0,169000.0,168159.0,-841.0,-382.000000000005,-459.0,200,0,0,0,0,IDLE,2,-575.0,0.028218705238687858
20260811,v51,0.0,,241,4,133120.0,166800.0,166458.0,-342.0,384.0000000000032,-726.0,200,0,0,0,0,FORCED,2,-725.9999999999991,0.01570480234435745
20260811,v51,0.01,,241,4,133119.0,166800.0,166455.0,-345.0,384.0000000000032,-729.0,200,0,0,0,0,FORCED,2,-729.000000000002,0.015716763351474206
20260811,v39,0.0,,241,5,165613.0,166800.0,166741.0,-59.0,384.0000000000032,-443.0,300,100,0,100,0,BT_SPIKING,2,-631.9999999999993,0.0174511093834101
20260811,v39,0.01,,241,5,165613.0,166800.0,166737.0,-63.0,384.0000000000032,-447.0,300,100,0,100,0,BT_SPIKING,2,-631.9999999999993,0.017469050894085236
20260812,v51,0.0,,241,4,136252.0,168400.0,170634.0,2234.0,758.0000000000041,1476.0,200,0,0,0,0,DONE,2,1475.999999999999,0.011004142875796874
20260812,v51,0.01,,241,4,136252.0,168400.0,170630.0,2230.0,758.0000000000041,1472.0,200,0,0,0,0,DONE,2,1472.0000000000027,0.011004208189647535
20260812,v39,0.0,,241,4,136252.0,168400.0,170634.0,2234.0,758.0000000000041,1476.0,200,0,0,0,0,IDLE,2,1475.999999999999,0.011004142875796874
20260812,v39,0.01,,241,4,136252.0,168400.0,170630.0,2230.0,758.0000000000041,1472.0,200,0,0,0,0,IDLE,2,1475.999999999999,0.011004208189647535
20260813,v51,0.0,,241,3,104600.0,170400.0,165773.0,-4627.0,-2898.000000000002,-1729.0,300,100,0,100,0,BT_DIPPING,1,-539.9999999999977,0.03529610317053866
20260813,v51,0.01,,241,3,104601.0,170400.0,165770.0,-4630.0,-2898.000000000002,-1732.0,300,100,0,100,0,BT_DIPPING,1,-542.0000000000016,0.03530794792557801
20260813,v39,0.0,,241,3,104600.0,170400.0,165773.0,-4627.0,-2898.000000000002,-1729.0,300,100,0,100,0,BT_DIPPING,1,-539.9999999999977,0.03529610317053866
20260813,v39,0.01,,241,3,104601.0,170400.0,165770.0,-4630.0,-2898.000000000002,-1732.0,300,100,0,100,0,BT_DIPPING,1,-539.9999999999977,0.03530794792557801
20260814,v51,0.0,,241,4,140803.0,168600.0,171845.0,3245.0,2436.0000000000014,809.0,200,0,0,0,0,IDLE,2,808.9999999999975,0.009464032626616103
20260814,v51,0.01,,241,4,140801.0,168600.0,171843.0,3243.0,2436.0000000000014,807.0,200,0,0,0,0,IDLE,2,806.9999999999993,0.009469872269529778
20260814,v39,0.0,,241,4,141068.0,168600.0,171580.0,2980.0,2436.0000000000014,544.0,200,0,0,0,0,IDLE,2,1168.9999999999998,0.008085113776547415
20260814,v39,0.01,,241,4,141067.0,168600.0,171577.0,2977.0,2436.0000000000014,541.0,200,0,0,0,0,IDLE,2,1168.9999999999998,0.008090999125453968
20260817,v51,0.0,,241,4,145404.0,171200.0,176286.0,5086.0,4108.000000000004,978.0,200,0,0,0,0,DONE,2,977.9999999999973,0.012090743851091768
20260817,v51,0.01,,241,4,145403.0,171200.0,176283.0,5083.0,4108.000000000004,975.0,200,0,0,0,0,DONE,2,975.0,0.01209656544972415
20260817,v39,0.0,,241,4,144641.0,171200.0,175087.0,3887.0,4108.000000000004,-221.0,200,0,0,0,0,IDLE,2,-221.00000000000364,0.01512952532338141
20260817,v39,0.01,,241,4,144641.0,171200.0,175083.0,3883.0,4108.000000000004,-225.0,200,0,0,0,0,IDLE,2,-221.00000000000364,0.015141131006202735
20260818,v51,0.0,,241,3,114994.0,175308.0,177844.0,2536.0,1412.0000000000005,1124.0,100,-100,100,0,0,IDLE,1,602.9999999999973,0.017472300012175812
20260818,v51,0.01,,241,3,114993.0,175308.0,177841.0,2533.0,1412.0000000000005,1121.0,100,-100,100,0,0,IDLE,1,600.9999999999991,0.017478027938279017
20260818,v39,0.0,,241,4,195083.0,175308.0,177053.0,1745.0,1412.0000000000005,333.0,300,100,0,0,0,BT_DIPPING,1,-271.99999999999704,0.0253367720797405
20260818,v39,0.01,,241,4,195082.0,175308.0,177050.0,1742.0,1412.0000000000005,330.0,300,100,0,0,0,BT_DIPPING,1,-271.99999999999704,0.025342587058068244
20260819,v51,0.0,,241,3,106986.0,172884.0,169588.0,-3296.0,-3836.0000000000014,540.0,300,100,0,100,0,BT_DIPPING,1,1976.9999999999982,0.02160016615512428
20260819,v51,0.01,,241,3,106986.0,172884.0,169586.0,-3298.0,-3836.0000000000014,538.0,300,100,0,100,0,BT_DIPPING,1,1975.999999999999,0.021611704705420842
20260819,v39,0.0,,241,3,106986.0,172884.0,169588.0,-3296.0,-3836.0000000000014,540.0,300,100,0,100,0,BT_DIPPING,1,0.0,0.02160016615512428
20260819,v39,0.01,,241,3,106986.0,172884.0,169586.0,-3298.0,-3836.0000000000014,538.0,300,100,0,100,0,BT_DIPPING,1,0.0,0.021611704705420842
20260820,v51,0.0,,241,4,140030.0,169932.0,173686.0,3754.0,1667.999999999995,2086.0,200,0,0,0,0,DONE,2,2086.0000000000014,0.020369021330844395
20260820,v51,0.01,,241,4,140030.0,169932.0,173682.0,3750.0,1667.999999999995,2082.0,200,0,0,0,0,DONE,2,2081.999999999999,0.02036936911300191
20260820,v39,0.0,,241,5,175779.0,169932.0,174041.0,4109.0,1667.999999999995,2441.0,300,100,0,0,0,IDLE,2,1126.9999999999982,0.02032829717141882
20260820,v39,0.01,,241,5,175779.0,169932.0,174037.0,4105.0,1667.999999999995,2437.0,300,100,0,0,0,IDLE,2,1126.9999999999982,0.020328759031217336
20260821,v51,0.0,,241,4,143801.0,171000.0,172437.0,1437.0,1720.0000000000045,-283.0,200,0,0,0,0,IDLE,2,-283.0000000000041,0.01114269141531321
20260821,v51,0.01,,241,4,143799.0,171000.0,172435.0,1435.0,1720.0000000000045,-285.0,200,0,0,0,0,IDLE,2,-285.0000000000023,0.011148491879350297
20260821,v39,0.0,,241,4,143217.0,171000.0,173377.0,2377.0,1720.0000000000045,657.0,200,0,0,0,0,IDLE,2,656.9999999999936,0.013906382097689796
20260821,v39,0.01,,241,4,143216.0,171000.0,173374.0,2374.0,1720.0000000000045,654.0,200,0,0,0,0,IDLE,2,656.9999999999936,0.013906622036647276
20260824,v51,0.0,,241,4,146030.0,174184.0,175702.0,1518.0,1653.9999999999964,-136.0,200,0,0,0,0,IDLE,2,-135.99999999999568,0.02211310550819412
20260824,v51,0.01,,241,4,146030.0,174184.0,175698.0,1514.0,1653.9999999999964,-140.0,200,0,0,0,0,IDLE,2,-140.0000000000034,0.02211913786275954
20260824,v39,0.0,,241,5,183521.0,174184.0,175160.0,976.0,1653.9999999999964,-678.0,300,100,0,100,0,BT_SPIKING,2,-683.9999999999975,0.020076470858402584
20260824,v39,0.01,,241,5,183521.0,174184.0,175156.0,972.0,1653.9999999999964,-682.0,300,100,0,100,0,BT_SPIKING,2,-683.9999999999975,0.020093694024709507
20260825,v51,0.0,,241,4,143438.0,172000.0,179942.0,7942.0,6900.0,1042.0,200,0,0,0,0,DONE,2,1042.0000000000016,0.021221611440835675
20260825,v51,0.01,,241,4,143438.0,172000.0,179938.0,7938.0,6900.0,1038.0,200,0,0,0,0,DONE,2,1037.9999999999995,0.02122207621550587
20260825,v39,0.0,,241,4,143438.0,172000.0,179942.0,7942.0,6900.0,1042.0,200,0,0,0,0,IDLE,2,1042.0000000000016,0.021221611440835675
20260825,v39,0.01,,241,4,143438.0,172000.0,179938.0,7938.0,6900.0,1038.0,200,0,0,0,0,IDLE,2,1042.0000000000016,0.02122207621550587
20260826,v51,0.0,,241,3,121799.0,178600.0,179779.0,1179.0,-996.0000000000036,2175.0,100,-100,100,0,0,IDLE,1,587.0000000000005,0.013087252006455774
20260826,v51,0.01,,241,3,121797.0,178600.0,179777.0,1177.0,-996.0000000000036,2173.0,100,-100,100,0,0,IDLE,1,586.0000000000014,0.013087395696091297
20260826,v39,0.0,,241,4,160460.0,178600.0,178486.0,-114.0,-996.0000000000036,882.0,200,0,0,0,0,BT_DIPPING,2,881.9999999999993,0.013797028417347645
20260826,v39,0.01,,241,4,160458.0,178600.0,178484.0,-116.0,-996.0000000000036,880.0,200,0,0,0,0,BT_DIPPING,2,881.9999999999993,0.013802630124875703
20260827,v51,0.0,,241,4,166966.0,178600.0,181602.0,3002.0,6763.999999999998,-3762.0,200,0,0,0,0,FORCED,2,-3762.0000000000005,0.0016358780324949862
20260827,v51,0.01,,241,4,166964.0,178600.0,181600.0,3000.0,6763.999999999998,-3764.0,200,0,0,0,0,FORCED,2,-3763.9999999999986,0.0016358780324949862
20260827,v39,0.0,,241,3,124183.0,178600.0,181501.0,2901.0,6763.999999999998,-3863.0,100,-100,100,0,0,SOLD,1,0.0,0.0016358780324949862
20260827,v39,0.01,,241,3,124181.0,178600.0,181499.0,2899.0,6763.999999999998,-3865.0,100,-100,100,0,0,SOLD,1,0.0,0.0016358780324949862
20260828,v51,0.0,,241,3,130164.0,186198.0,183744.0,-2454.0,-1725.999999999999,-728.0,300,100,0,100,0,BT_DIPPING,1,586.0000000000014,0.02773748226554651
20260828,v51,0.01,,241,3,130164.0,186198.0,183742.0,-2456.0,-1725.999999999999,-730.0,300,100,0,100,0,BT_DIPPING,1,585.0000000000023,0.02773777704566105
